title,poem_cleaned
,Aslan yüreklerle
,Vatan bize emanettir!
,Havasıyla suyuyla
,yemyeşil dokusuyla
,Cennet kokusuyla
,Vatan bize emanettir!
,Doğar kalbe güneş
,Sanma anlık heves
,Aldığımız nefes
,Vatan bize emanettir!
,aşkı hiç söndürmeyiz
,Ülkemizi böldürmeyiz
,Hainleri güldürmeyiz
,Vatan bize emanettir!
,Üzüm veren bağlarınla
,Yüce bozkır dağlarınla
,Al kırmızı bayrağınla
,Vatan bize emanettir!
,Bunca şehit vermişiz
,Zor günlerden gelmişiz
,Canı yola sermişiz
,Vatan bize emanettir!
,Dört kıtada şan veririz
,Türküz nam veririz
,Seve seve can veririz
,Vatan bize emanettir!
,Toprağında şehit dolu
,Kaybetmeyiz doğru yolu
,Herkes böyle bilsin bunu
,Vatan bize emanettir
,toprak can veren
,Yatan bize emanettir!
,Vatan bize emanettir!
,SEÇKİN ERDOĞAN / BURSA
,
Atatürk’üm-Öğretmenim Vatan canım- ben de Türk'üm,
,Gazi Kemal-Başöğretmen
,Kavuşturdu-çağa hemen
,Kurtarmıştır-memleketi
,Kalkındırdı-cemiyeti
,Atatürk’üm-Öğretmenim
,Vatan canım- Türk'üm
,Türkiye'nin-gururudur
,Yurt kurtaran-O surudur
,Yüreğimi-sevgi dolu
,Hep gösterdin-doğru yolu
,Atatürk’üm-Öğretmenim
,Vatan canım- Türk'üm
,Türk Dili'ne-verdi önem
,anlattı-dönem dönem
,Birleştirdi-halkı bütün
,Hesap edin-ne oldu dün
,Atatürk’üm-Öğretmenim
,Vatan canım- Türk'üm
,İlk harfleri-O öğretti
,Düşmanları-ilk kahretti
,Okumadım-okutturdun
,kalpleri dokutturdun
,Atatürk’üm-Öğretmenim
,Vatan canım- Türk'üm
,Yazamadım-dediniz yaz
,Ha kaldı-sabret
,Bilemedim-bildirdiniz
,Şaka yapıp-güldürdünüz
,Atatürk’üm-Öğretmenim
,Vatan canım- Türk'üm
,Seviyorum- seveceğim
,Yüzyıllarca-öveceğim
,Atamızsın-ilelebet
,Senle güldü- memleket
,Atatürk’üm-Öğretmenim
,Vatan canım- Türk'üm
,Açtın yolu-hiç durmadın
,Uyumadın-kalp burmadın
,Bilgileri -verdin bize
,Teşekkürler -Atam size
,Atatürk’üm-Öğretmenim
,Vatan canım- Türk'üm
,Varlığımsın-canımızsın
,Damarlarda-kanımızsın
,verdiniz-görev bitmez
,Çağa gitmek-asla yetmez
,Atatürk’üm-Öğretmenim
,Vatan canım- Türk'üm
,Hasan diyor -ısıttınız
,Gönlümüzü-avuttunuz
,Saygı sevgi-doğru sözlü
,Anlattınız-özlü özlü
,Atatürk’üm-Öğretmenim
,Vatan canım- Türk'üm
,
Ey yavru vatan,
,Varlığın TÜRK'e gurur katar
,Canım sana kurban ey yavru vatan
,Beşparmak dağında şehidim yatar
,Canım sana kurban ey yavru vatan
,Akdeniz'de canlı köprü kurduk
,Allah Bismillah deyipde vurduk
,Uğrunda dünyaya hep karşı durduk
,Canım kurban sana ey yavru vatan
,Güç birlikten doğar sanma çökeriz
,Beşparmak dağını kökten sökeriz
,Uğrunda KAN dökeriz
,Canım sana kurban ey yavru vatan
,Hiç korkma boşuna çatma kaşını
,TÜRK HALKI arkanda dik tut başını
,Remzi der vermem tek taşını
,Canım sana kurban ey yavru vatan
,17-11-2008
,
Cumhuriyet,
,Doksan yıl önce Cumhuriyet i kurdu Atam
,Bizlere en büyük emanetiydi hiç satılır Vatan
,zorluklarla alındı baksana şehit oldu vatan uğruna Atan
,Sahip çık Cumhuriyetine bayrak kaldı nede Vatan
,Kolay kazanılmadı binler verdik Vatan uğruna
,Düşmana peşkeş çektiler delikli kuruş uğruna
,Gençler unuttu sahip çıkmaz oldular Vatanlarına
,Uyuma Türk evladı Uyan Elden gidiyor Vatan
,Gözümde yaş ağlarım Atam uğruna
,gün şehit verir olduk karış toprak uğruna
,Unutma Türk evladı Can verdiler tek senin uğruna
,Türk genci sana emanet Verildi Kutsal Vatan
,Oluk oluk çığ akarız
,vatan bizim uğruna canımızı ortaya koyarız
,Cumhuriyet deyip geçme bizim tek Vatanımız
,Ayyıldız li bayrağımızdır vedarı iftiharımız
,Şehadete eren Türk evladı Vatan uğruna can verirken
,ırk ayrımı yaptı nede Vatan
,Türk Kürt Alevi Çerkez sahip çık senin Vatan
,Unutma uğrunda verilmiş binlerce can
,Sadık Derde durmaz gözümün yaşı
,Aklımdan hiç çıkmaz Nasıl unuturum Çanakkaleyi Gelibolu Maraşı
,Uğruna Feda olsun Canımı veririm Ay yıldızlı Bayrak
,Uyuma Türk Evladıı toprak altında yatan Senin Atan
,
Böyle kutsal vatan böyle aziz bir millet!,
,"Gök kubbe altında senin ecdadın yatan,"
,şehit kanları toprağı sulanmış vatan!
,"Gönlünde vatan millet sevgisidir olan,"
,Böyle kutsal vatan böyle aziz millet!
,"Şahlanmıştı ecdadım, cihan gördü,"
,"Tarihte yoktur böyle kahraman ordu,"
,"Allah! Deyince düşmanı sildi süpürdü,"
,Böyle kutsal vatan böyle aziz millet!
,"İstiklal parolası, karşılığı şehitlik,"
,"Tarihte hiçbir millette yoktur yiğitlik,"
,"Geninde yoktur haksızlık zalimlik,"
,Böyle kutsal vatan böyle aziz millet!
,"Malazgirt’e Anadolu’da destanı yazdık,"
,"hızla viyana kapılarına dayandık,"
,"Fatih’le çağ kapayıp bizler çağlar açtık,"
,Böyle kutsal vatan böyle aziz millet!
,"Haçlıya değil gafil hain size şaşarım,"
,"Satılık kalemle yaparlar ihanet tasarım,"
,"Böyle hainle milletçe söyle nasıl yaşarım,"
,Böyle kutsal vatan böyle aziz millet!
,"Satılmış kalem suçlu ilan eder gün,"
,günler milletçe zor zor gün!
,"Milli birlik beraberlik kayboldu gün,"
,Böyle kutsal vatan böyle aziz millet!
,"Hey Anadolu’m, yiğit kahraman diyarı,"
,"ulu davamızın son kutsal olan çınarı,"
,Ant içmişiz ölsek veremeyiz toprağı
,Böyle kutsal vatan böyle aziz millet!
,Halil ÇOLAK 03.04.2010
,ANKARA
,
Ben Varsam Vatan Vardır,
,"Kan dökmüşse millet,"
,Toprak elbet vatandır.
,"Vatan ana,vatan yar"
,"Vatan sevdadır,candır."
,"Vatan korumakta hak,"
,"Elbet ölmekte haktır,"
,"Asıl olan yaşamak,"
,Kutsal olan hayattır.
,"yoksam vatan yok,"
,varsam vatan vardır.
,Adem Karagöz
,13/12/2004
,
Bir Vatan,
,"vatan,"
,"Kaf dağının ardından,"
,Aşılmaz dumanından.
,"vatan,"
,"Hüzünlü pshine kokusundan,"
,tuşuna sıkışmış kanlı toprağından.
,"vatan,"
,"Evlatlarını arayan,"
,Atalarını unutamayan.
,"vatan,"
,"Karadeniz’in karanlığında boğulan,"
,teslim olmayan.
,"vatan,"
,"Tarihi yansıtır dansından,"
,Kartallar eksik olmaz ufkundan.
,"vatan,"
,"Kessen can damarından,"
,Vazgeçmez savaşından.
,
Vatan evlatlarına selam olsun,
,"Ömrünü Türk Milletine adayan,"
,Vatan evlatlarına selam olsun.
,"Bayrak canı ortaya koyan,"
,Vatan evlatlarına selam olsun.
,"Vatanı şeyin üstünde gören,"
,Düşmana karşı mücadele veren.
,"Sevda kara toprağa giren,"
,Vatan evlatlarına selam olsun.
,"dünyada vatan kutsaldır inan,"
,Toprağı Türklere can canan.
,"Vatan millet din aşkı yanan,"
,Vatan evlatlarına selam olsun.
,"Kalbi vatan sevgisiyle eriyen,"
,Yurdunu korumak yürüyen.
,"Memleketi gözü koruyan,"
,Vatan evlatlarına selam olsun.
,"Yusuf rüzgar olup ülkede esen,"
,Ay yıldızı kale burcuna asan.
,"İnsanını sevip bağrına basan,"
,Vatan evlatlarına selam olsun.
,
Çanakkale Şehitlerine,
,
,"Türk'sün, Türk kanı akar bağrından"
,Yer-gök inler Allah diyen çağrından
,Eser kalmaz vücuttaki ağrından
,Vatan şehit düşen Mehmedim
,ölmedin asla ölmeyeceksin
,Düşmanlara fırsat vermeyeceksin
,güzel Vatanın koruyanısın
,Vatan şehit düşen Mehmedim
,Nice küçük-büyük Mehmetçiğimiz
,Vatan canınızı verdiniz
,Çanakkale oldu en son yurdunuz
,Vatan şehit düşen Mehmedim
,Canla-başla giriştiniz savaşa
,Binlerce rahmetler Mehmet çavuşa
,kınalı yavru ağa-paşa
,Vatan şehit düşen Mehmedim
,Seller aktı temiz kanınız
,Allah diye diye gitti canınız
,Dünyalara destan oldu şanınız
,Vatan şehit düşen Mehmedim
,Düşmanla sarıldı dört yanınız
,Çağlayanlar aktı kanınız
,Gani gani rahmet dolsun canınız
,Vatan şehit düşen Mehmedim
,Mehmetçiksin kafirlerin başında
,On dördünde seksen yaşında
,Hiçbir zalim duramadı karşında
,Vatan şehit düşen Mehmedim
,Destanların dilden dile dolaşır
,Ünün-şanın dünyalara ulaşır
,Gece-gündüz Allah diye savaşır
,Vatan şehit düşen Mehmedim
,
Ben sevdamın adını vatan koydum,
,"vatana aşık olan biriyim,"
,sevdamın adını vatan koydum.
,"Sevdası vatanın eriyim,"
,sevdamın adını vatan koydum.
,"Vatanı sevmeyene insan denmez,"
,Göklerden ay yıldızlı bayrak inmez.
,"vatana sevdamız hiç tükenmez,"
,sevdamın adını vatan koydum.
,"Ban Anadolu düştüm aşka,"
,Vatanı herkes sevse idi keşke.
,"Vatanın sevdası gönülde başka,"
,sevdamın adını vatan koydum.
,"Dünyada vatanı sevmektir suçum,"
,Vatanın derdiyle ağardı saçım.
,"Bundan güzel sevda olur koçum,"
,sevdamın adını vatan koydum.
,"Vatan kutsaldır Yusuf kurban olur,"
,ölsek te geriye vatan kalır.
,"Vatan sevgisi yürekte yer alır,"
,sevdamın adını vatan koydum.
,
Ağlama Anam,
,AĞLAMA ANAM
,Senden ayrılalı tam ay oldu
,Rengarenk güllerim sarardı soldu
,Ağlamam diyordum gözlerim doldu
,Ağlama Ey Anam Vatan Borcu
,İlk ayı bitirdim on dört ay kaldı
,Ruhumu anda hüzün sardı
,Tertemiz yumuşak kalbin vardı
,Ağlama Ey Anam Vatan Borcu
,Bilirim ağlarsın sakın ağlama
,Oğlum asker diye yürek dağlama
,ağlama hep gül kara bağlama
,Ağlama Ey Anam Vatan Borcu
,Ağlama Ey Anam gözyaşın dinsin
,Sarıl sıkı sıkı gül kokun sinsin
,Güzel koku saçan gülden güzelsin
,Ağlama Ey Anam Vatan Borcu
,Oğlun Lafzede der sakın ağlama
,Ağlayıp ta kol kanadım bağlama
,Gözlerinle seller çağlama
,Ağlama Ey Anam Vatan Borcu
,Lokman GÜLBAHÇE / LAFZEDE
,
Aynı millet kardaş aynı vatan,
,gönüldeki sevgi vatan
,Düşmandır ortalığı katan
,"Türk,Kürt.Çerkez aynı kandan"
,Aynı millet kardaş aynı vatan
,Sular birlikte çağlamadık mı?
,Duyun dernekte oynamadık mı?
,Hep kederde birlikte ağlamadık mı?
,Aynı millet kardaş aynı vatan
,Kardaş Çamlıhemşin yaylasında
,Hep birlikte Erzurum haran ovasında
,El ele verip sevinçte bar oynamadık mı?
,Aynı millet kardaş aynı vatan
,Kimi gakkoş kimi dadaş
,Kimi Afşar kimi Yörük
,Orta Asya dan gelen ırkız
,Aynı millet kardaş aynı vatan
,Halil ÇOLAK 8.2.2007 ANKARA
,
Bu Vatan,
,"Ana vatan, yavru vatan sayarız,"
,"Vatan can, canandan geçeriz,"
,"bakışta dost düşmanı seçeriz,"
,"Düşmana korku, dosta değer veririz."
,"Bayrakları bayrak yapan değere,"
,"Vatan dedik yaşadığımız yere,"
,"Göğüs gerdik onun şeye,"
,"Vazgeçmeyiz, ulaşırız yere."
,"devlet başadır, kuzgun leşe,"
,"Devleti yönetmek farklı neşe,"
,"Vatan ölen girmez ateşe,"
,Gerekse uğruna bin şehit düşe.
,"Maziden geliyor şanımız bizim,"
,"vatan millet canımız bizim,"
,"Şahlanan ordular milletimizin,"
,Uğruna fedadır kanımız bizim.
,20.01.2008
,G.O.P/Ankara
,
Vatan bölünmez,
,"Omzunda silah var, dağda gezersin,"
,"Sis çökmüş dağlara, yollar görünmez,"
,"Kurt çakal olmuşsun, kıştır demezsin,"
,Demezsin gezdiğim vatan bölünmez.
,"Hep koşar durursun silah omzunda,"
,"Dağ demez gezersin düş uğrunda,"
,"Boş yere kan kusar, düş kurarsın sen,"
,Uğraşma boş yere vatan bölünmez.
,"Dal buldun sarıldın, yıkılmam diye,"
,"Düşmanım el çırptı, döndün kediye,"
,"Gerçek dost bizleriz, bize gerek,"
,Uğraşma boş yere vatan bölünmez.
,"sevda uğrunda, dağa çıkmışsın,"
,"Dağ bayır gezerken, senin sanmışsın,"
,"Kan dökmek nedendir vatan diyerek,"
,Uğraşma boş yere vatan bölünmez.
,"gerek var bilmem, ayrı gayrıya,"
,"vatan bölünmez, pek yarıya,"
,"olduk savaştık düşman’ mıyız biz,"
,Uğraşma boş yere vatan bölünmez.
,"olduk savaştık, vatan kurtardık,"
,"oldu gülerken, şimdi düşmandık,"
,"İnanmak zor gelir, dostla düşmana,"
,Uğraşma boş yere vatan bölünmez.
,A.Yüksel Şanlı er
,09 Ağustos 2011-08-09
,Antalya
,
Vatanı Sevmek,
,Kalleşler
,"Din, dil, mezhep ayırt etmiyor,"
,Silahını doğrulttu mu?
,Karşısına çıkan kim olursa olsun
,"Dokunuyor tetiğe,"
,Kalleşliğinin sonunda
,Sevdiklerinin canını yakıyor olsa
,“Vatan sağ olsun” diyebilmektir
,Vatanı sevmek…
,gün canlarımız yanıyor
,gün yuvaya ateş düşüyor
,Gözyaşı aynı
,Feryat aynı bilinsin ki!
,Gözyaşları göle dönse
,“Vatan sağ olsun” diyebilmektir
,Vatanı sevmek…
,Anne babanın tek erkek evladı
,Beş kız kardeşin gözbebeği
,"El bebek, gül bebek büyütülüp"
,Çalıştırılmaya kıyılmayan
,"Vatana hizmete gönderilip,"
,Ayyıldızla bayrağa sarılı karşılanan
,"Er yiğit askerimin kanına bedel olsa da,"
,“Vatan sağolsun” diyebilmektir
,Vatanı sevmek…
,Kimisinin ağıtları Türkçe
,Kimisinin Kürtçe
,Lehçe farklı kullanılsa
,Anlatılan duygu
,Gözyaşlarına eşlik eden
,namedir ağıtlar
,"En acı duygulara tercüman olup,"
,“Vatan sağolsun” diyebilmektir
,Vatanı sevmek...
,"Türk, Kürk, Laz, Çerkez"
,Köken değil
,Yürektir yanan
,Candır acıyla dağlanan
,Vatandır uğruna canlar verilen
,"Ulus, Millet olmanın anlamı;"
,“Vatan sağolsun” diyebilmektir
,Vatanı sevmek…
,Kürkçe yaptığın ağıtlarına eşlik etti
,Gözyaşlarım
,"Kim, Neyin mücadelesini yapıyor"
,"Seni benden,"
,vatandan ayırmaya çalışanlara
,Evlatlarımıza silah doğrultanlara karşı
,"Tek yürek, Tek sesle"
,“Vatan sağolsun” diyebilmektir
,Vatanı sevmek…
,acının milliyeti yok
,"annelerin acısı farklı değil,"
,"Yürekteki duygu, “evlat hasreti” aynı"
,Bayrağa sarılı fidanlar
,Dallarından zamansız koparılan
,Canlar pahasına olsa
,“Vatan sağolsun” diyebilmektir.
,Vatanı sevmek…
,"Vatan görevi bu,"
,"Vatan kutsal,"
,Birlik olmaktır amaç
,Ulus olmaktır dilek
,Yol vermemektir Namerde
,Belki gün gözyaşı olacak sonum
,“Vatan sağolsun” diyebilmektir
,Vatanı sevmek…
,Acılı dudaklardan dökülen
,“Vatan Sağolsun”
,Büyük vatan sevgisinin eşsiz örneği
,Anne babaların acılarına rağmen hissedilen
,"Paylaşılan, vatan sevgisi"
,En büyük Nimettir Ulus’a
,Bin evladım olsa
,“Vatana Kurban olsun”
,“Vatan sağolsun” diyebilmektir.
,Vatanı sevmek…
,Acımız ortak
,"Duygumuz ortak,"
,"Toprak ortak, bayrak ortak"
,Yürekteki sevgi ortak!
,"“Şehitler Ölmez, Vatan Bölünmez” sözlerimiz ortak"
,“Vatan sağolsun” diyebilmektir
,Vatanı sevmek…
,Gülfüz SARIÇAM
,18 Nisan 2008
,
Vatan,
,vatan pir vatan
,satan yatan
,
,29/09/2014 - Afyonlu
,
Şehitler Ölmez,
,"-Şemdinli, Aktütün Karakolu Şehitleri Anısına-"
,"Kanımızla yazılmış şanlı tarihim,"
,"Kahpenin kurşunuyla asla silinmez,"
,"Vatan çıkılan yoldan dönülmez,"
,"Şehitler ölmez, vatan bölünmez!"
,"Mahcup etme atanı, yürü Türk oğlu,"
,"Yoksa sana hakkını hiç helâl etmez,"
,"Titre kendine dön durmakla olmaz,"
,"Şehitler ölmez, vatan bölünmez!"
,"Toprak değil sadece, vatan demişiz,"
,"Maneviyatına hiç paha biçilmez,"
,"Hainlere kalleşe geçit verilmez,"
,"Şehitler ölmez, vatan bölünmez"
,"Sönse nice ocaklar, dökülse canlar,"
,"Ruhları şâd olsun ki, kan yerde kalmaz,"
,"Şehitlerin anası kolay ağlamaz,"
,"Şehitler ölmez, vatan bölünmez!"
,"Biri düşse toprağa bin olur gelir,"
,"Mehmetçik sevdadan asla vazgeçmez,"
,"Anadan yardan geçer vatandan geçmez,"
,"Şehitler ölmez, vatan bölünmez!"
,"Türkü olur dilinde vatan sevgisi,"
,"Yüceltir bayrağını yere düşürmez,"
,"üstküne örter, kefen istemez,"
,"Şehitler ölmez, vatan bölünmez!"
,(RUHLARI ŞÂD OLSUN)
,(Ankara; 05.10.2008)
,
Vatan *****,
,an ömrümün yarısındayım
,En büyük aşkımdır vatanım benim
,şeyden önemli benim canım
,Yadigar bırakmış bana ecdadım
,Nakış işlenmiş yüreğime sevdan
,Erol sana kurbandır zaman vatan
,Senin bayrağına kurban olurum
,Nerde görsem sana hayran olurum
,Dalgalan zaman şanlı bayrağım
,"canım cananım, ana kucağım"
,Nakış işlenmiş yüreğime sevdan
,Erol sana kurbandır zaman vatan
,Savaşlar kazandık yazıldı destan
,Destanın söylenir hep ağızdan
,Haykırır mehmedin bana tek vatan
,"şehit uğruna, sana verdi can"
,"Şükürler olsun’ki, Türk doğmuşum"
,"Atam Türk aslım Türk, oğuz soyluyum"
,"Gece gündüz demez, bıkıp yılmadan"
,"Nöbette başlar dik, mağrur zaman"
,Zafer’e koşarız asla durmadan
,Ölürüm yolunda ey aziz vatan
,Olmaz senin bana mihriban
,"Öldü senin için, bağrında yatan"
,Sana göz dikerse hangi düşman
,"Bizden önce izin, vermez yaradan"
,Nice destan’lara şahitsin vatan
,karış toprakta şehittir yatan
,Dünyada en aziz ana’dır vatan
,"Ana’nın evladı, sana’dır vatan"
,"Binyıl durduk sende, ebed dururuz"
,karış toprak’ta seni koruruz
,Top yekün halkımız aslan oluruz
,"Sana göz dikeni, hemen vururuz"
,"Şehit’dir kanı nı, bayrağ’a katan"
,Uğruna ölünen cennet vatan...
,
Vatan Sagolsun,
,"Şehit oldu haberimi alırsan gün,"
,"Üzülmesin anam vatan sağ olsun,"
,Oğlum şehit diye gururlan gün.
,Üzülmesin anam vatan sağ olsun.
,"Mehmetçik, gönüllü Mücahit,"
,"Baş koymuşum vatana Allah şahit,"
,Kore gazisi vatana şehit.
,Üzülme baba vatan sağ olsun.
,Bayrağa sarılı gelirken salım
,"Dövünme ağlama gönül maralım,"
,Zülfü tel tel olmuş eli kınalım
,Sil gözyaşlarını vatan sağ olsun.
,"yolda şehittir nice arkadaş,"
,"Yinede eğik değil eğilmedi tek baş,"
,Yerim doldurulmaz değil gardaş
,ölürüz amma vatan sağ olsun.
,"Ana dulum tam bin yıllık beşiktir,"
,"Atam karanlığıma doğan ışıktır,"
,"Deli gönlüm ay yıldıza âşıktır,"
,dalgalansın vatan sağ olsun.
,"Vatanımdır dağı taşı bizimdir,"
,"Karıncası kurdu kuşu bizimdir,"
,Şırnak'ı Siirt'i Muş2u bizimdir
,Ölürümde vermem vatan sağ olsun
,Şehit arkadaşım seni örnek alayım
,"Kabul et yanına bende geleyim,"
,Metin Türküm Türk e kurban olayım
,Ölürüm uğruna vatan sağ olsun.
,İsa Özyurt
,1978 Çukurca((Bu şiiri askerdeyken hatıralar defterime eklemiştim yanılmıyorsam şehit olan vatan kahramanının cebinden çıkmış))
,
Satılık Vatan,
,Pazar tezgahında satışa çıktı
,şeyiyle beleş Vatan toprağı
,Devr-i saltanat dinini yıktı
,Kelepir satıldı Vatan toprağı
,Sünnetsiz ecnebi sahibi oldu
,Bastırdı parayı tapusu oldu
,Dünkü yolcu bugün hancı oldu
,Kervana katıldı Vatan toprağı
,Kan döktük can verdik enayi(! ! !)
,Yaram derindir görünmez dibi
,Kimin elinde kaldı milletin ipi
,Kemente asıldı Vatan toprağı
,Hacaloğlu derki keser döner
,gün şölene ömrü yeter
,İçimde ateş kolay söner
,Kor yakıldı Vatan toprağı
,
Bu Vatan Kanla Yikandi Su mu Sandiniz?,
,Vatanimi böldürtmedi atalarim
,kuntakta bebek kaldi
,"yigitlerim, aslanlarim"
,Geçmisteki
,Bugünde akiyor kanlarim
,vatan kanla yikandi su sandiniz?
,Akillari sira çökecekmis benim milletim
,Vatanima sahip çikmak
,Azraile kafa tuttu benim ümmetim
,vatan kanla yikandi su sandiniz?
,Geçmisten bugüne canlar verildi
,Hilalime yildizima destanlar yazildi
,Besikteki bebegin cani
,Vatana kurban edildi
,vatan kanla yikandi su sandiniz?
,Vatan masa basi hesabi olmaz
,Bilek gücüne güvenselerde
,Yürek gücüne dayanmaz
,Gönülden seven
,Sehit olmadan birakmaz
,vatan kanla yikandi su sandiniz?
,Al bayragim yerde
,baska dalgalanir
,Der ey ademoglu
,Türk milletinin kanidir
,Arsa uzanir
,Anne evladini sehit versede
,Vatanina sarilir
,vatan kanla yikandi su sandiniz?
,Nice hesaplar yapilip
,Hainlikler olsada
,Pusu kurulup canlar yansada
,Yürekleri olmayinca
,Arkadan vursalarda
,"Öyle kolay degil, hesaplar yapilsada"
,vatan kanla yikandi su sandiniz?
,Kardesi kardese düsman etmek çözüm degil
,Geçmisimize bak
,Milletim çocuk degil
,Vatan dedik
,Ölmeden gitmek hakkimiz degil
,vatan kanla yikandi su sandiniz?
,
Şehitler ölmez vatan bölünmez,
,"Şehitleri sakın öldü sanma,"
,Şehitler ölmez vatan bölünmez.
,"Arkasından ağlayıp dert yanma,"
,Şehitler ölmez vatan bölünmez.
,"Allah Allah diye coşan odur,"
,Yurt ölüme koşan odur.
,"Gönüllerde destanlaşan odur,"
,Şehitler ölmez vatan bölünmez.
,"bayrağı candan aziz bilir,"
,Vatanı uğruna şehit olur.
,"Şehit kanı bayrakta yer alır,"
,Şehitler ölmez vatan bölünmez.
,Kul sevdiğinden ayrı kalır mı?
,Yurt bayraksız yakışık alır mı?
,Şehit olmasa vatan olur mu?
,Şehitler ölmez vatan bölünmez.
,"Yusuf gönlümüz onlarla birdir,"
,Şehide vatan en güzel yerdir.
,"Vatanın bekçisi şehitlerdir,"
,Şehitler ölmez vatan bölünmez.
,
Sevgili Atam,
,Bugün gözlerimin yaşını
,Sel akıttım sevgili Atam
,"Bak haldeyiz, kaldır başını"
,Bizlere hediye ettiğin vatan
,senin izinde dolar taşarız
,Nice zorlukları yıkar aşarız
,Şelaleler çağlar coşarız
,Bizlere deryadır güzel vatan
,Kalbim sevgi dolu Atam seninle
,Bizleri korudun alın terinle
,Tükenmeyen Ay'dın bilgilerinle
,Bizlere ev oldu güzel vatan
,acıdır sensizlik bize
,Bunu dünya bilir gerek yok söze
,Haykırsam sesimi dağa denize
,Bizlere güç verir güzel vatan
,Allah'ım yattığın yeri nur etsin
,Hep iyi olalım kötülük gitsin
,Bizim başımıza altından taçsın
,Bizleri doyurur güzel vatan
,
Bilsinler Mehmedim Vatan Bölünmez,
,Dağlıcam bilirim koynunda yılanların var
,Bilirim vatan savaşanlar ölmez
,Gökte KARTAL yerde ASLANLARIN var
,Bilsinler Mehmedim vatan bölünmez.................HÜSEYİN PELİT
,Dağlıca'yı size mezar edenler
,Bilsinler Mehmedim vatan bölünmez
,Bebek katilini yoldaş seçenler
,Bilsinler Mehmedim vatan bölünmez... Nigar ERKOÇOĞLU
,Toprağı bayrağı canan bildiniz
,Körpe bedenleri siper ettiniz
,uğurda candan geçtiniz
,Bilsinler Mehmedim vatan bölünmez... Nigar ERKOÇOĞLU
,Zulüm yağdı ölüm kustu Dağlıca
,Terör uşakları hain pusuda
,giderken gök ağladı usulca
,Bilsinler Mehmedim vatan bölünmez... Nigar ERKOÇOĞLU
,Canınızdan aziz toprağı taşı
,Şehit anasının kınalı saçı
,Damla damla iner gözyaşı
,Bilsinler Mehmedim vatan bölünmez... Necati ŞİMŞEK
,Baş edemez yedi düvel olsa
,"Boyun eğmez, tek başına kalsa"
,Bahçesinde bin gül açar solsa
,Bilsinler Mehmedim Vatan bölünmez.... Necati ŞİMŞEK
,"İşin zordur, musallat olmuş vatana Şeytan uşağı"
,Yiyince anlarlar neymiş MEHMET'imin tokatı
,İblislere ibret olsun yiğit askerimin onurlu naaşı
,Bilsinler Mehmedim vatan bölülünmez... Alev YAVUZ
,Mehmet Akif şiiriyle kutsadı şanlı bayrağı
,Asla incitmezsin bilirim şanlı ATA’ nı
,Biri gitsede binleri doğurur TÜRK KADIN’ı
,Bilsinler Mehmedim vatan bölülünmez... Alev Yavuz
,"Atasından gelir, şehitlik sanı"
,"Sevdası içindir, dökülen kanı"
,"Seve seve verir, vatana canı"
,Bilsinler Mehmedim vatan bölünmez... Sevim ASLANALP
,Nice düşmanlara boyun eğmedi
,Canını verdi boyun eğmedi
,Bayrağıyla sardı körpe bedeni
,Bilsinler Mehmedim vatan bölünmez... Serpil Susamcıoğlu
,Bilesin anam canım vatana fedadır
,Şehitlikten ulu mertebe var mıdır?
,Kanımı verdiğim al bayrağım şahidimdir
,Bilsinler Mehmedim vatan bölünmez... Dinçer Demirel
,Ecdâdına çeken evlâd; eğilmez! ..
,Ölüm ki? -Göze görünmez...
,"günlere kaldık böyle,bilinmez;"
,Bilsinler Memedim! -Vatan bölünmez! ............bi Ga'rip Vesâir
,
Bu vatan bize ata emaneti,
,"canlarını verip aldılar,"
,vatan bize ata emaneti.
,"Orda niceleri şehit oldular,"
,vatan bize ata emaneti.
,"Hakka iman edip ona taptılar,"
,Asyadan fırtına koptular.
,"Burayı canlarıyla yurt yaptılar,"
,vatan bize ata emaneti.
,"Atına binip Asyadan geldiler,"
,Vatan şehit olup öldüler.
,"Burayı zorluklarla aldılar,"
,vatan bize ata emaneti.
,"Memlekette zorluklar gördüler,"
,Vatan uğruna canını verdiler.
,"Atın tırnağıyla mühür vurdular,"
,vatan bize ata emaneti.
,"Yusuf toprağa basıp geçilmez,"
,Vatanı sevmekle insan küçülmez.
,"Değeri parayla pulla ölçülmez,"
,vatan bize ata emaneti.
,
Bizde vatan aşkı doğuştan başlar,
,"Doğduğumuz vatana aşığız biz,"
,Bizde vatan aşkı doğuştan başlar.
,"Selam durarak yere vururuz diz,"
,Bizde vatan aşkı doğuştan başlar.
,"Ay yıldızı elimize alırız,"
,Türkiye ölmeye geliriz.
,"vatanı candan aziz biliriz,"
,Bizde vatan aşkı doğuştan başlar.
,"Memlekete destan yazarız sözden,"
,toprakları kıskanırız gözden.
,"Vatan aşkı yanarız özden,"
,Bizde vatan aşkı doğuştan başlar.
,"Türk bayrağı dalgalanır direkte,"
,Aşkı insana güç verir ırakta.
,"Vatan sevgisi kutsaldır yürekte,"
,Bizde vatan aşkı doğuştan başlar.
,"Yusufa söylesen fayda etmez,"
,aşk bizim yüreğimizden gitmez.
,"Ölünceye sevdası bitmez,"
,Bizde vatan aşkı doğuştan başlar.
,
Sevilmezmi Bu Vatan,
,"Yedi bölge dört iklim,"
,Gezilmez vatan?
,"Hay benim bildiklim,"
,Sevilmez vatan?
,"Erzurum’un Bar’ında,"
,Rize’nin horanında.
,"Tokat’ın Niksar’ında,"
,Gezilmez vatan?
