title,poem_cleaned
,"tek kişi kalsa da, biri savaşacak"
,Koca devlet eğildi ilin karşısında
,Gazi olduk hepimiz Antep savunmasında
,"aç kaldık, susuz, unuttuk tüm acıyı"
,"Altı bin şehidimiz, Peygamber saflarında"
,"Lütfundur biliyoruz, terk etmedin hiç bizi"
,"Bedir’in Aslanları, Şanlı idi"
,Dünya dönüp durdukça Anteplim var olacak
,"evel var idi, şimdi Şanlı Gazi"
,
Durdun Durdun,
,Durdun durdun
,Turnayı gözünden vurdun
,Turna güzel kuşum
,Üzülme sakın
,Korkma
,Hiçbir canlıya dokunmayız
,Hepsine sevgimiz vardır
,İçimde yaralı yürek var
,Kanayan yürek
,Acı çeken yürek
,Yoklukla savaşan yürek
,yüreği seviyorum
,İhanete karşı koyan
,Cehalete ışık olan
,Töreye karşı bayrak açan
,yüreği seviyorum
,Durdun durdun
,Turnayı gözünden vurdun
,Turna güzel kuşum
,Üzülme sakın
,Korkma
,Hiçbir canlıya dokunmayız
,Hepsine sevgimiz vardır
,Aşkın en güzelini aradık
,İftiralar içinde bulduk
,Ağlama can gözlüm ağlama
,Adalet istedin
,Adalet güneşi doğdu yüreğinde
,Töre güneşi karardı
,Onur güneşi doğdu gözlerinde
,İhanete karşı koyan
,Cehalete ışık olan
,Töreye karşı bayrak açan
,yüreği seviyorum
,Seni seviyorum ceylan gözlüm
,Seni seviyorum
,Zulme karşı bayrak açan
,Seni seviyorum
,
* Bir Bayrak Altındaki Toplum *,
,bayrak altındaki toplum
,
,Köylüsü işçisi
,
,Sanatçısıyla
,Ayakta durabilir
,
Bayraktır Kıbrıs,
,istiyor Koca Türk'ten haksızlar!
,Vahşilikte canavardan farksızlar!
,Yüzsüz soysuz çarkı bozuk çarksızlar!
,"Kıbrıs bayrak, indirtmeyiz gönderden;"
,Bize emanettir yurt önderden!
,Kıbrıs üstür zalimlerle güreştir
,Kıbrısıma el uzatan kalleştir
,hain düşmanla eştir
,"Kıbrıs bayrak, indirtmeyiz gönderden;"
,Bize emanettir yurt önderden!
,Sakız değil Yavru Vatan ağızda
,sevdadır Kıbrıs oğlanda kızda
,Duysun sözümüzü hırsız arsız da!
,"Kıbrıs bayrak, indirtmeyiz gönderden;"
,Bize emanettir yurt önderden!
,Şehit yatağıdır ovası dağı
,İslam'ın sembolü Beşparmağı
,Taşırmayın ey uşaklar bardağı!
,"Kıbrıs bayrak, indirtmeyiz gönderden;"
,Bize emanettir yurt önderden!
,avuç toprağım bedel vatana
,Milletim hoş bakmaz vatan satana
,Minnettarız şehitlikte yatana
,"Kıbrıs bayrak, indirtmeyiz gönderden;"
,Bize emanettir yurt önderden!
,Yaklaşmayın Kıbrısıma sakın ha!
,Uyarmayız sizi dönüp daha
,Müslümanız inanırız Allah'a
,"Kıbrıs bayrak, indirtmeyiz gönderden;"
,Bize emanettir yurt önderden!
,"Vatan yoksa millet yoktur Türk yoktur,"
,"Ölmek Hakk'tır vatanımı terk yoktur,"
,Yavru Vatan Anavatan fark yoktur!
,"Kıbrıs bayrak, indirtmeyiz gönderden;"
,Bize emanettir yurt önderden!
,ŞAKALAR haykırmak görevdir sana
,Çevirme milleti öksüz insana
,Sahip çık bayrağa ezana!
,"Kıbrıs bayrak, indirtmeyiz gönderden;"
,Bize emanettir yurt önderden!
,
Sevdalım Deniz,
,Denizle çevrilmiş yurdun üç yanı
,sevda kaplamış Cennet Vatan’ı
,Denizlerim ruhumuzun lisanı
,Gözlerim sevdalı denize dalar...
,Ay Yıldız dalgalı denizlerim var...
,Deniz bayrak vatan bayrak Al Bayrak
,Gemi bayrak yelken bayrak sal bayrak
,Ruhum bayrak bayrak dalgalanarak
,Gözlerim sevdalı denize dalar...
,Ay Yıldız dalgalı denizlerim var...
,Mavi gökler bizim mavi deniz
,Denizci atamın ruhu var bizde
,Hülyası gönlümde sevdası gözde
,Gözlerim sevdalı denize dalar...
,Ay Yıldız dalgalı denizlerim var...
,Deniz bizde nazdır deniz bizde yüz
,Deniz Türk’ün gözü ATATÜRK’üz
,Koyma bizi Rab yetim öksüz
,Gözlerim sevdalı denize dalar...
,Ay Yıldız dalgalı denizlerim var...
,Denizim dalgalı Türkiyemse hür
,Deniz aynasında ülkem görünür
,Deniz ufkumuzdur denizim kültür
,Gözlerim sevdalı denize dalar...
,Ay Yıldız dalgalı denizlerim var...
,Marşımızı söyler coşarken deniz
,sevda uğruna koşarken deniz
,Gönül köşkümüzde yaşarken deniz
,Gözlerim sevdalı denize dalar...
,Ay Yıldız dalgalı denizlerim var...
,Toprağıma yağmur vatana ışık
,Milletim denize topyekûn âşık
,Ona atamızdan kanlar karışık
,Gözlerim sevdalı denize dalar...
,Ay Yıldız dalgalı denizlerim var...
,
Ezanlar susmamalı okunmalı yurtta,
,Ezanlar susmamalı okunmalı yurtta
,Bayrak inmemeli dalgalanmalı gökte
,Halil ÇOLAK 04.02.2012
,ANKARA
,
Vatan Sana Canım Feda,
,Kınalar yakıldı ellerine vatana kurbansın diye
,Sözlün işlemeli mendil koydu cebine saklayasın diye
,Arkadaşların toplandı çalındı davullar zurnalar
,"Bayraklar yükseldi semaya, halaylar tutuldu, kolkola"
,"Anan, baban, yavuklun, karındaşın, bacın el salladı arkandan"
,Uğurlandın asker ocağına
,Toplandınız arkadaşlarınızla asker ocağında kışlanızda
,biriniz anadolunun köşesinden aynı koğuşlarda
,"And içtiğiniz omuz omuza, vatan, bayrak, millet"
,"Silah kuşandınız, silah onurumuzdur, şerefimizdir"
,"Paylaştınız ekmeğinizi, yemeğiniz aynı karavadan"
,"Hepiniz tek yürektiniz, hepiniz tek sestiniz"
,"Vatan sana canım feda,"
,"Dağlarda siz, sınırlarda"
,"Yağmur çamur demeden, soğuk sıcak demeden"
,Nöbet tuttunuz gece gündüz
,Dağlarda birer kartal
,"Sınırlarda birer şahin,"
,Ovalarda birer aslandınız
,Göz açtırmadınız düşmana
,"Hain eller pusu kurdu, dağda bayırda sana kahpece"
,"Yoluna mayın dizdi, düzde ovada haince pusuda"
,"Yıldıramadı, korkutamadı seni yiğit askerim"
,Kahpe düşmanla savaştın şehit oldun
,Silahını bırakmadın elinden yinede
,"Canını verdin, düşürmedin al renkli bayrağını"
,Dalgalandırdın semalarda
,Vermedin vatanımdan tek çakıl taşını
,rahat uyu şehidim mekânın kutsaldır senin
,rahat uyu şehidim vatanın emanetindir benim
,Mehmet gitsede arkanda bin Mehmetler var
,Bekliyorlar sabırsızlıkla senden nöbeti devralmak
,"Dalgalanacak, ebedi dalgalanacak şanlı bayrağım semalarda"
,"Var olacak, dünya varoldukça, kutsal vatanım"
,"Namusundur, namusumdur toprağım, şanlı bayrağım"
,"Şerefimdir, haysiyetimdir askerlik görevim"
,Türkoğlu Türk'üm
,"Can veririm, kurşunlara hedef olurum"
,Vatanımdan tek çakıl taşı vermem bilesiniz
,Türkoğlu Türk'üm
,"Can veririm,"
,Kolumu gövdemde koparsanızda
,"Bırakmam şanlı bayrağımı, düşürmem sancağımı"
,"Bayrak rengi kanımdır,"
,bayrak atlas kumaşı canımdır
,bayrak bağımsızlığımdır benim
,"Mehmedim, Mehmetleriz, hepimiz Mehmetçikleriz"
,"Mehmet şehit olur, arkasından bin Mehmetler gelir."
,
Öğretmenim,
,neresinde bayrak dalgalanıyorsa memleketimin
,"Emeği vardır gönderinde,bezinde öğretmenimin"
,
Bayraksız bir vatan olmaz,
,"Bayrağın kıymetini bil,"
,Bayraksız vatan olmaz.
,"Ona sahip çıkalım gel,"
,Bayraksız vatan olmaz.
,"Ay yıldızı göndere tak,"
,Nası dalgalanıyor bak?
,"Ülkede kutsaldır bayrak,"
,Bayraksız vatan olmaz.
,"Türklerin şanı var onda,"
,Yiğidin canı var onda.
,"Şehidin kanı var onda,"
,Bayraksız vatan olmaz.
,"Kahraman olan Türk eri,"
,Haydi bayrak yürü.
,"Ay yıldızı iyi koru,"
,Bayraksız vatan olmaz.
,"Yusuf Allah'ın kuludur,"
,Bayrak gönlümün gülüdür.
,"Bayrak dinin timsalidir,"
,Bayraksız vatan olmaz.
,
Bayrak,
,"ay beyt'tir, manalı; B-AY"
,"B-AY-RAK beyt halkıdır, say"
,yıldızı hak kalesi
,al'ı hak hilal'i hak yay
,bayrak kutlu AL-EV
,"AL = ulu, EV =beyt'tir sev"
,hilal ocak'tır mana
,od diner alev
,Bayrağın AL’ı HAKTIR
,"y-ay, ocak beyt-i taktır"
,yıldız beyt’in kalesi
,cümleye afaktır
,yıldız hakk’ın kalesi
,y-ay=hilal şipanesi
,OK’u kudret’ten oğul
,beyt’in nurtanesi
,OK Y-AY kadim simge
,Sır hikmet dolu imge
,BEYT YAY’dır OK göndermiş
,OK=OĞUL arzda tam-ga
,‘’TAM-GA = atam GA’’ izi
,‘GA’ ‘- eV’ GAV gizi
,Gav’da mana OK-UZ’dur
,"OK-UZ, beyt, oğlu, özü"
,GA AG ağa
,ok'tur ağa boğa
,yıldız si-tar haktan ruh
,mühür basmış har çağa
,hak hilali beyt etmiş
,"yıldız, ruhudur katmış"
,öz rengiyle boyayıp
,bayrak deyip uzatmış
,hilal bayrakta tapı
,yıldız si-tar’dır KAPI
,al'ı rabbim’den almış
,olmuş kutlu yapı
,bayrağın yıldız ayı
,süsler rabbin sarayı
,kaf dağı diyarından
,gözetler hakkın hayı
,ay yıldız sebebi
,bayrağa koyan nebi
,bayrağın içinde
,durmakta beyt’le rabi
,OK =ulu kudret canla
,Oğul üstündür kanla
,y-ay y-ıldıza el açmış
,bayrak olmuş bak anla
,AL’sız bayrak kansızlık
,HİLAL’siz imansızlık
,yıldız hilalsiz
,işte amansızlık
,
Bayrağımı indirdi bayraksızlar,
,"Nazlı nazlı göklerde dalgalanan,"
,Bayrağımı indirdi bayraksızlar.
,"Göz göre göre memlekette inan,"
,Bayrağımı indirdi bayraksızlar.
,"Bayrak bizim gönlümüzün varıdır,"
,Bayrak bizlerin namusu arıdır.
,"Türk'e yapılan saldırıdır,"
,Bayrağımı indirdi bayraksızlar.
,"Bayrağa olan hainlik görülsün,"
,Bayrak indirene ceza verilsin.
,"Bayrağa uzanan eller kırılsın,"
,Bayrağımı indirdi bayraksızlar.
,"Bunlardan memlekete hayır gelmez,"
,Bayraksızlar bayrak kıymeti bilmez.
,"Bayrağa yapılanlar affedilmez,"
,Bayrağımı indirdi bayraksızlar.
,"Yusuf bayrağı parçalayan ittir,"
,Bayrağa saldırı açık nettir.
,"hareket vatana ihanettir,"
,Bayrağımı indirdi bayraksızlar.
,
Memleketim,
,"Kartalın uçmadığı,"
,"Şahinin yuva yapmadığı,"
,"Karganın pislik atmadığı,"
,"İtlerin yatmadığı,"
,yer var ya?
,"Bizim bayrak diktiğimiz,"
,"zorlukta gelip-geçtiğimiz,"
,"Sevdalısı olduğum,"
,Memleketim.
,"Ağaların çekirdek sattığı,"
,"Fukaralığın cirit attığı,"
,"Ele değen şeyin battığı,"
,"Canların canı sattığı,"
,yer var ya?
,"Bizim bayrak diktiğimiz,"
,"zorlukta gelip-geçtiğimiz,"
,"Sevdalısı olduğum,"
,Memleketim.
,
,"Suyu suvatı içilmeyen,"
,"Köprüleri geçilmeyen,"
,Haklısı haksızı seçilmeyen
,"Ekileni biçilmeyen,"
,yer var ya?
,"Bizim bayrak diktiğimiz,"
,"zorlukta gelip-geçtiğimiz,"
,"Sevdalısı olduğum,"
,Memleketim.
,"Neme lazımcısı çoğalan,"
,"kaşık suda boğulan,"
,"türlü dalavere kurulan,"
,"İti soyulan,"
,yer var ya?
,"Bizim bayrak diktiğimiz,"
,"zorlukta gelip-geçtiğimiz,"
,"Sevdalısı olduğum,"
,Memleketim.
,
Bayrak Yarası..!,
,"Hayat yolculuğu bu, ezan – namaz arası,"
,"Kimi taksite bağlamış, kimi peşin öder kirası,"
,"Büyüklere veda ettik, şimdi sıra bekler hırası,"
,"bağrımdan düşen kan, bilki bayrak yarası..."
,HER...ŞEY...VATAN...iÇiN... Herşey vatan için!
,"dua evliya diyarı, bereket yuvasıdır burası,"
,"Çeşit çeşit meyvesi, dut mürdüm, yaban kirazı,"
,"yurt sıla toprağı, nadas sonu, bekler tarazı,"
,"bağrımda dolaşan kan, bilki bayrak yarası..."
,HER...ŞEY...VATAN...iÇiN... Herşey vatan için!
,"Çanakkale sakarya cihan cengi, halkın narası,"
,"Talih niyet, kura çektik, bize çıktı işte kurnazı,"
,"Ateşe körükle gidiyor, bak alemin madrabazı,"
,"bağrımda oluşan çıban, bilki bayrak yarası..."
,"benim bağrımdaki kanın, hepsi bayrak yarası..."
,HER...ŞEY...VATAN...iÇiN... Herşey vatan için!
,Gurbetten C AN / Gizemlikartal
,
Bu Vatanın Can Suyu...,
,"Kürt dedik,Türk dedik hep bütünüz."
,"Lazımız, gürcümüz, çerkezi hepimiz."
,Uğraşmayın yıkamazsınız bizi topunuz.
,"vatanın can suyu damarlarımızdan akıyor,"
,"bayrak, vatan için, binlercesi yatıyor."
,Çaresizlikler içinde boyun eğmedi Türk milleti.
,Canımızdan kutsal bildik uğurda şahadeti.
,Ölmeden kazdık vatan toprağımıza makberi.
,"vatanın can suyu, damarlarımızdan akıyor."
,"bayrak, vatan için, binlercesi yatıyor."
,Yıldıramazsınız kahpe oyunlarınızla bizi.
,Kanlarımızda boğarız gerekirse hepinizi.
,Açıktır gönül kapılarımız kucaklarız hepinizi.
,"vatanın can suyu, damarlarımızdan akıyor."
,"bayrak, vatan için, binlercesi yatıyor."
,"Sanmayın parçalarız,böleriz vatanı."
,Af etmeyecek millet vatanını satanı.
,"Unutma yüce Türk’ü, Şehit’ ini,Ata’nı."
,"vatanın can suyu, damarlarımızdan akıyor."
,"bayrak, vatan için, binlercesi yatıyor."
,"Çabaları hep boşuna,karmı kalacak yanına."
,"Binlerce masumların girdiler hep kanına,"
,Boyun eğmek yakışır Türk’lüğüme şanıma.
,"vatanın can suyu, damarlarımızdan akıyor."
,"bayrak, vatan için, binlercesi yatıyor."
,Suskunluğumu sanma korkumdandır.
,"Benim sabrım peygamberim, sultanımdandır."
,Bayrağımın rengi damarlarımdaki kandır.
,"vatanın can suyu, oluk oluk akıyor."
,"bayrak, vatan için, binlercesi yatıyor."
,"De! .. şimdi; can, vatandan geçer mi?"
,Yiğit olan ermeydanından kaçar mı?
,"Bülbül ‘e sor, altın kafeste uçarmı mı?"
,"vatanın can suyu, damarlarımızdan akıyor."
,"bayrak, vatan için, binlercesi yatıyor."
,
Daha Çok Demokrasi,
,Daha Bekleriz
,"Senin resimlerin var, camlarda"
,Yanında al bayrak
,Savaş falan yok
,"bayram, yakında"
,Neden durur bunlar hala.
,Kimileri korkarlar bayrak asmaya
,"Şark cephesinde oturuyorsa birde,"
,Canı tehlikededir.
,Nice can pahasına kurtarılmışken Vatan
,Tehlikededir Bayrak asan!
,"Asılması gerekeni asamadık,"
,Bari bayrak asalım.
,"alıştık, alışırsın demişlerdi"
,İnanmamıştık oysa
,"Vatan, millet sevgisi buysa"
,"Yerinden kalkardın, kulakların duysa."
,"Şapka devrimi, kılık kıyafet"
,Şimdi kavuk cüppeye ziyafet
,"İşte ülkenin hali,"
,durumdan pek memnun ahali
,Yüzde elliyi geçtiler
,Demokrasi seçtiler.
,"Ekonomiyi sorarsan, son hızda"
,"Memleketinin yarısı,"
,Yardımla yaşıyor bazda.
,Gitti “Ne mutlu Türküm diyene”
,İtibar yurdum malı yiyene
,Aş desen iş desen oldukça azda
,Daha demokrasi
,İnşallah gelecek yaz da…
,İrfan kayagil Ekim 2013
,
NASiP OLMASIN,
,*-*-*-* NASiP OLMASIN *-*-*-*
,"“Bayrakları bayrak yapan üstündeki kandır,"
,"Toprak, uğrunda ölen varsa vatandır”, diyenler…"
,"topraklardan taze kanlar fışkırıyor hey, beyler! …"
,"Yıl 1921,Yunan topları dayanmış Polatlı’"
,ulusun bağımsızlık destanını yazar Akif’ im
,Tacettin Dergâhında
,güçlü imandır kuşkusu yok zaferden
,"Seslenir ordusuna, KORKMA! ..."
,Müjdeler verir bayrağına
,"Der ki, çehreni ÇATMA! ..."
,Katar katar kara trenler geçer içimden
,"İçinde kolsuz, bacaksız ağır yaralı yiğitler"
,"Bağımsızlık uğruna sönen ocaklar,"
,Yetim kalan bebeler
,"İstiklal uğruna, vatan uğruna"
,kızılcık şerbeti içmektir ölmek
,"İçeriz seve seve, bunu böyle bileler"
,Gönül kalemin burçlarında dalgalanır bayrağım
,Yeni İstiklal Marşı nasip olmasın asil milletime
,"Okuyacaksa yeniden, kör olsun gözler"
,Ömür orda tükene
,"Yazacaksa kırılsın bilekten, kalem tutan eller"
,Söyleyecekse çürüm çürüm dökülsün diller…
,"Tek ulus, tek bayrak, İstiklal Marşı tek,"
,Bayrağımın altında birleşsin yürekler sonsuza dek…
,"Tek ulus, tek bayrak, İstiklal Marşı tek…"
,12 Mart 2010
,
Alsancak,
,"İzmir bayrak bayrak, İzmir al oldu;"
,Yıldızlar döküldü gün ortasına…
,"Deniz dile geldi Türkçe konuştu,"
,"Gavim gardaş, düğünsüz şen oldu…"
,"kadim lisana, kutlu bayrağadır aşkımız."
,"Özümüzle kavgamız yok, yarınadır şarkımız."
,"Duy Türkiyem, meydandan söyleniyor marşımız."
,Doldu mühleti beklemenin; Sabrın takati doldu…
,"İzmir bayrak bayrak, İzmir al oldu;"
,Yıldızlar döküldü gün ortasına…
,Çelik bileklerle çekildi sancak kaleye;
,"bozkurt sesi, tüm lisanlara dil oldu…"
,
Milli Şahlanış,
,"yer bayrak bayrak,"
,"Gökyüzü yıldız yıldız,"
,"Sevinç seslerine bak,"
,Nasıl Milli bilinç almışız!
,"Millet ayakta, millet sevinçli,"
,"Kadını, erkeği, yaşlısı, genci.."
,"Bunun adı milli şahlanış,"
,"Kenetlenme, beraberlik,"
,"Bu, milli uyanış."
,"Yenilmez, yıkılmaz, yılmaz..."
,"Türkler kimseye hile yapmaz,"
,Milli anlayıştan yorulmaz.
,Kazım Öztürk 21 HAZİRAN 2008
,
Erzurum Aşkı,
,"Bunun adı aşk değil, aşktan öte durum"
,"Ezan, Bayrak, Vatana sevdalıdır Erzurum…"
,
DeNiZ,
,Dalgalanırsın bayrak
,Parlarsın yıldız
,İçimi ferahlatırsın kokunla
,Hayvanlara dostsun
,İçindeki değişik balıklarla
,Ey güzel deniz.... ZEYNEP ÖZBİLTEKİN
,
**Yazıklar Olsun*,
,Yüreği sılada bekler tezkere
,Daha yirmisinde yiğit askere
,Canına kastedip göz göre göre
,Kahpelik edene yazıklar olsun
,İlahi buyruktur şehitler ölmez
,Böyle aziz vatan cihana gelmez
,Arsız beyinsizler kadrini bilmez
,Hainlik edene yazıklar olsun
,Ecdat kanlarıyla sulanmış toprak
,Göklerde salınır mukaddes bayrak
,Sinsi gözler ona bakarak
,Düşmanlık edene yazıklar olsun
,Ağlıyor analar feryadı duyun
,sevin yurdu defolun
,Nicedir oynanır alçak oyun
,Maşalık edene yazıklar olsun
,Vatan bayrak bizde namus demektir
,Kanla kazanılmış emek demektir
,uğurda ölmek hiç ölmemektir
,Döneklik edene yazıklar olsun
,
Görüverdi Atatürk,
,Dünyanın karşısına dikildi bayrak
,İşgalin hesabını soruverdi Atatürk
,Milletimin kalbine çekildi bayrak
,Düşmanı ülkemizden siliverdi Atatürk
,Mehmetçik cephelerde onuruyla beslendi
,top kalmış tüfek yüreklere seslendi
,Vuruldu şehit oldu alnı kanla süslendi
,Yeni Türk Devletini kuruverdi Atatürk
,Dedi milletimin eli kalem tutmalı
,Çağdaşlıkta varsa birer birer tatmalı
,Yüz yıllık ürkekliği üzerinden atmalı
,Kara tahta başına geçiverdi Atatürk
,Kapattı tekkeleri kurdu cumhuriyeti
,Hak hukuk alanında sevindirdi milleti
,Son verdi saltanata getirdi hürriyeti
,Bağnazlık defterini dürüverdi Atatürk
,Cehalet adam boyu halk bilgiye muhtaçtı
,İnsanlık tarihinde yepyeni sayfa açtı
,Yaptığı devrimlerle cihana ışık saçtı
,Yüzyıllar sonrasını görüverdi Atatürk
,
Andım,
,Adım Anadolu
,Soyadım şehitlerle dolu
,Anamın adı bereketli
,Babamın adı yiğidin teki
,Çocuklarım barış bayrak baki
,Parolam üstüme gelmeyin
,Vatan ezerim hepinizi...
,
Namık Kemal,
,"Vatan şairidir, adı"
,"Yürek yürek Namık Kemal,"
,Kendini halka adadı
,Bayrak bayrak Namık Kemal.
,Canından sevdi yurdu
,"Tutuklandı, özgür oldu"
,"Hakkı, gerçeği savundu"
,Şakrak şakrak Namık Kemal.
,Kırıldı eğilmedi
,"Şimşek şimşek çaktı, dindi"
,Dilimizdeki melodi
,Gurbete gurbet Namık Kemal.
,Güçlü yapıtlar yazarı
,Coşku yüklü satırları
,Bolayır’dadır mezarı
,Vatan vatan Namık Kemal.
,
Ben Yaşadıkça,
,"Türk'üm, Türk doğdum anamdan"
,"Bayrak, Bayrak özgürlük beslenir yüreğimde"
,"Hürriyeti, istiklali devraldım atamdan"
,"Canım, inancım, yeminim var nöbetimde"
,"Türk'lüğüm gururum, gücüm inancımdır"
,Cumhuriyetin ilelebed bekçisiyim
,"Vatan uğruna ölmek ümidim, kıvancımdır"
,şehitlerimin ölmeyen sesiyim...
,Güzelim toprağında kimler ölmedi
,"Sancak, sancak zafer uğruna"
,Kem gözle bakan canıyla ödedi
,"vatan ancak, bizi basar bağrına"
,yaşadıkça dünyada
,"Sevgi olacak, kardeşlik olacak"
,"Dalga, dalga yükselen bayrağımda"
,Özgürlük barış olacak...
,
Türk B ayrağı,
,Vatan nice gençlerimiz oldu canlarından
,bayrağın rengini boyadılar alkanlarından
,Beyazını aldılar gökteki yıldızın dan ayın dan
,Yunan Bayrağını Atatürk kaldırttı ayak altından
,Bayrak milletin şerefidir çıkarmayın aklınızdan
,Türk Bayrağını yırtanların şüpheleniyorum insanlığından
,Bak işte millet bütünleşti sahip çıktı bayrağına
,Döküldü sokaklara sanki yeniden başlıyor istiklal harbına
,Türk milleti zamanı gelince sahip çıkar vatanına
,Vatanını Bayrağını korur taşla sopayla canının pahasına
,Bak işte bayrak kolay çekilmedi göndere
,yatıp kalkıpta dua et büyük ulu öndere
,Vatanında selam duracaktın conilere
,Şimdi saygı duruşunda bulunalım
,Çanakkaledeki şehitlere
,
Tedirgin,
,"Yürüdüğün yollarda,"
,bıraktığın izlerde.
,"Çektiğin üzüntüde,"
,bütün hücrelerine
,"yansıyan sevinçte,"
,ortak bayrak
,taşıdığın tedirginliğin.
,"Diner elbet, bayrak"
,çekilince göndere.
,05/04/2005
,
Ay yıldızlı  al  bayrak 1,
,Ay geceleri denize akıyor
,birlikte
,önce gümüş hilal
,tıpkı al bayrağımdaki ak
,gökler bayrak bayrak
,gider ayak
,son selamını esirgemiyor
,ruhum eriyor
,değişiyor mevsimler
,düşüyor cemreler
,dinmiyor kan
,sevgi dirlikte
,birlikde beraberlikde
,son bakışıyla aşkı fısıldarken
,aşk nerede
,nerde aşk
,güzel şeylere şeyler oluyor
,nereye gidiş gidiş
,aşka şiirlere hal oluyor
,vuruyor aşkımızı öfkemiz
,şimdi kurgulanmalı kurşun askerlerimiz
,vurmalı dinmeyen öfkeyi temiz
,asırlardır paylaşamadık neyi
,rüzgârlar ilk baharın serin rüzgârları
,temizler şimdi kirlenmişlikleri
,lekeli vicdanlarla oluşan kirli kanları
,boğsak kendi kirlenmiş kanlarında
,çoktan çiçek açmışken erikler
,nedir arkadan vurma
,nedir kahpelikler
,29/Mart/212/Perşembe/Ankara
,
El ele tutuşmusuz,
,El ele tutuşmusuz
,bayrağın arkasında
,bayrak
,dudakların
,tersi
,Sımsıkı tutmuşum ellerini
,elinle elimin arasına
,üç mevsim sığdırmışım
,ilkbahar
,yaz
,sonbahar
,sevmem kışları
,yolsulduk
,
Nerede Olsa Yaşarsın,
,Beni sevsen yazar
,Sevmesen yazar
,Sana yar dedim
,Gönlümü bil dedim
,Aşklarıma şahit ol dedim
,Yüreğime eş ol dedim
,Yeni fatihler doğsun dedim
,Aşklarıma bayrak olsun dedim
,Karşılık beklemeden
,Yarim ol dedim
,seni gülüm
,ülkücü sevdi
,Bizim Allah aşkımız
,Bizim vatan aşkımız
,Bizim bayrak aşkımız
,Bizim Peygamber aşkımız
,Bizim Atatürk aşkımız
,Bizim Fatih aşkımız
,Bizim hizmet aşkımız
,Ülkücü ocağında karşılıksızdır
,Aşklarımıza karşı koyanları
,Gülün dikenini düşmana
,Desenini sevdiklerimize batırırız
,"Saygı, sevgi, hoşgörü"
,Barış savaş
,Karşındaki deli oğlandan sorulur
,Allah diye İstanbul’u fetheden milletiz
,gönlüne karışamam
,gözlerime bak
,Yüreğimi okuyamadıktan sonra
,Nerede olsa yaşarsın.
,
Çingene Çocukları,
,ömür satın bana
,Çingene çocukları
,Çingene çocukları
,Atın beni yabana
,ıstırap bestesi
,Yürekleri kaplasın
,Yürekleri kaplasın
,öksüzün nefesi
,Simsiyah gözlerinde
,Açar gül tomurcuklar
,Açar gül tomurcuklar
,ıslak yüzlerinde
,Okşuyor ana eli
,Kirli yanaklarını
,Kirli yanaklarını
,Öpüyor saba yeli
,Gül koklayan gözlerde
,Hüzünler oldu bayrak
,Hüzünler oldu bayrak
,Sevinç dolu sözlerde
,Bütün zulümler bitsin
,Çingene çocukları
,Çingene çocukları
,Beni öteye itsin..
,"Eylül 1991, Elazığ"
,
***Bayrak***,
,"Bayrak, namus vatanımızdır."
,"Rengi, şehitlerimizin kanıdır."
,"Kükrer Mehmet'im bayrak uğruna,"
,"aşk, gönül sevdası dır."
,Bağımsız ulus olmanın simgesi.
,"Türk milletinin şanı, hürriyeti."
,"Kahraman askerimizin destanı,"
,Toprakta şehitlerimizin gölgesi.
,Mavi göklerde dalgalanacak.
,Özgürlüğün temeli olacak.
,Atalarımızın kutsal emaneti
,"Saygı,sevgi selamlanacak."
,
Oğul,
,Ey oğul
,Allah
,Bayrak
,Vatan
,Türk
,Bil oğul
,Bayrağa uzanan hain eller
,Vatana ihanet edenler
,Dini kendi emellerine kullananlar
,Meydanlarda birlikte eleleler
,Bak oğul
,Bak bayrağıma oğul
,Semalarda nazlı nazlı dalgalanışına bak oğul
,Bayrağımızın kırmızıdır rengi
,Şehidimin kanıdır bilesin oğul
,Vatanımın karış karış toprağı
,Şehit ecdadımın kanıdır akan suyu göresin oğul
,Bayrak sana emanetir
,Vatan sana emanettir
,Unutma oğul
,Uyuma oğul
,Çakallar dadanmış vatanımın toprağına
,Akbabalar uçuşur alyıldızlı bayrağımın etrafında
,Tilkiler kurnazca planlar içerisinde perde arkasında
,"Çakallar, akbabalar, tilkiler"
,"Birleşmişler, birlikteler şimdi oğul"
,Gör bunları oğul
,Sana nasihatım var oğul
,Ecdadım yıllarca topraklar savaştı
,Ecdadım bayrağı bize emanet bıraktı
,Kıymetini bilemedik emanetlerin ey oğul
,Çabuk rehavete kapıldık oğul
,Aklımız başımıza geç geldi
,Oyunları sezdik yeni yeni uyandık oğul
,"Şimdi işimiz zor, mücadelemiz zorlu oğul"
,"İnancımız tam, ülkümüz belli oğul"
,Size refah vatan bırakacağız ecdadımız
,Sakın bizim sende gaflete düşme oğul
,Sakın rehavete kapılıp oyunlara gelme oğul
,Bizler ecdadımızın nasihatını çabuk unuttuk
,"Sizler unutmayın, uyumayın oğul"
,Su uyur düşman uyumaz unutma oğul
,Unuttuğunda hesabın ağır olur oğul
,Emanete sahip çık oğul
,"Bayrağa, vatana sahip ol oğul"
,Oğul oğul
,Allah
,Bayrak
,Vatan
,Türk
,Bunları bil oğul
,Su uyur düşman uyumaz oğul
,Uyuma uyanık ol oğul
,Can oğul
,oğul
,
Emperyalin Köçekleri,
,"Memleketi sattı yedi,"
,"Emperyalin uşakları,"
,"Vatan, Millet, Bayrak dedi,"
,Yaktı yıktı kuşakları.
,uşağı peykleri
