title,poem_cleaned
,"Yemyeşil ovalar, dağların, taşın"
,Bunca yıldır hepten ağrıdı başın
,"Sensin benim obam, ekmeğim, aşım"
,"Anam, babam, kalbim sende Türkiye'm"
,Yolunda canlar verdikte geldik
,Yabani goncayı derdikte geldik
,Seni kendimizin bildikte geldik
,"Kardeşim, sırdaşım, güzel Türkiye'm."
,
Bir Turkiye İstiyorum,
,* * * Zerrin Tayfur'a * * *
,Saadetin olduğu
,Gönüllere dolduğu
,Hep yüzlerin güldüğü
,Türkiye istiyorum.
,El'e avuç açmayan
,Hakikatten kaçmayan
,Daima güçlü olan
,Türkiye istiyorum.
,Asla hased etmeyen
,Kin garaz gütmeyen
,Çalışarak büyüyen
,Türkiye istiyorum.
,"Huzurla dolup, taşan"
,Sevgiyle kucaklaşan
,Fazilette yarışan
,Türkiye istiyorum...
,14 Haziran 2009
,Antalya
,Dost Kalemlerden İnciler:
,*****************************
,Gününü Bayram Yaşa Türkiyem
,"gününü bayram yaşa Türkiyem,"
,"Kartallar konmaz taşa Türkiyem,"
,"Ayyıldızı aldım başa Türkiyem,"
,Onsuz dünyayı istemem haktan.
,"Sınırın alkanla çizen erlere,"
,"Kurban olam gözündeki ferlere,"
,"Kim bayrağım düşüreki yerlere,"
,Sabaha çıkmaya vakti olmasın.
,"Asırlar boyunca acılar çektin,"
,"Nice fidanları toğrağa ektin,"
,"Yinede haçlıyı durduran sendin,"
,Seninle yaşamak zevktir Türkiyem.
,"Ecdadım bizleri sana yetirdi,"
,"Düşmanları ezdi biçti bitirdi,"
,"Tarih Atatürkü sana getirdi,"
,Onunla ışıdın güldün Türkiyem.
,"İmanla ihlasla savunduk seni,"
,"Gururla giymeye beyaz kefeni,"
,"Sevmemizin seni nedeni,"
,Sensiz olamayız bizler Türkiyem.
,"Güngörüm aşıktır senin adına,"
,"Sevenler hep varır aşkın tadına,"
,"Cephede iş düşer erkek kadına,"
,Topyekün koruruz seni Türkiyem.
,Ümüt Güngör
,* * *
,Düşlüyorum
,"Türkiye düşlüyorum, harcı borcuna yeten"
,"Türkiye düşlüyorum, İnadına üreten..."
,"Kopenhag' da,Brüksel' de,şartlara ram olmayan,"
,"Üreterek pazar bulan, teri haram olmayan..."
,IMF' ye el açmadan ayakta durabilen
,Milli menfaatlarında masaya vurabilen..
,Kendi yağıyla kavrulup namerde el açmayan
,Milletin öz varlığını vurguncuya saçmayan...
,"Türkiye düşlüyorum, tüm alemle barışmış"
,"Laz, Çerkez,Kürt' ü, Türk' ü birbiriyle karışmış."
,Güneydoğu Kıbrıs' ta sorunları halletmiş
,Barış nasıl sağlanırmış tüm dünyaya belletmiş.
,"Alevi, Sünni, mezhep farkı gütmeyen"
,"Kolkola girip te gezen,birbirini itmeyen.."
,"Türkiye düşlüyorum, temeli oyulmayan"
,"Arsız, yüzsüz hırsızlarla kasası soyulmayan.."
,Hortumcunun hortumunu çekip atan musluktan
,"İsrafın önüne geçip, kurtulan yoksulluktan."
,"Kökten istikrar sağlanıp, şey kazık olmayan"
,"Zam üstüne zam yaparak, halka yazık olmayan..."
,"Türkiye düşlüyorum, ağam, paşam diyen yok"
,"Herkes işini yapıyor, haram, maram yiyen yok."
,"Trafik saç yoldurmuyor, yollarda taş yok, su yok,"
,"Halkı yakalamak için, radarlarla pusu yok.."
,"Hastaları yeşil, mavi kartlarla avutmayan"
,"Seçimlerde hatırlayıp, Mecliste unutmayan.."
,Becerikli yönetimler taş üstüne taş koymuş
,Benim insanım artık doğduğu yerde doymuş.
,"Ülkemin refahı artmış hep basamak, basamak"
,"İşte benim tek emelim, ülkede yaşamak..."
,Antalya-2002
,Halil Şakir Taşçıoğlu
,* * *
,"Fakire, yetime el uzatacak"
,"Hastaya, özürlüye önem verecek"
,Hazreti Ömer adalet getirecek
,Dürüst iktidar istiyorum…............Kurtserdar/Mahmut Yumuşak
,* * *
,Kendi kendine yeten
,ocağı şen tüten
,Bağında bülbül öten
,vatan istiyorum..................Osman Öcal
,* * *
,Doğusu batısıyla
,"Eksisi, artısıyla"
,Hak perest tartısıyla
,Türkiye istiyorum.....................Hamit Körken
,* * *
,İnsanları mutlu olan
,Gönüllere huzur dolan
,Emek verip hakkın alan
,Türkiye istiyorum..............Fatma Biber
,* * *
,İSTEYENİN BİR YÜZÜ
,Şımarık Avrupa’ya hadlerini bildiren
,Amerikan erkini hayatımdan sildiren
,Milletinin yüzünü ilelebet güldüren
,Liderliğe soyunan Türkiye istiyorum.
,Kapkara zihniyetin diyardan kaçtığı
,Tertemiz yüreklerin çiçek çiçek açtığı
,Etrafına aydınlık çağdaş fikir saçtığı
,Beyazlara boyanan Türkiye istiyorum.
,Dağlarında kurdu kuşu barınan
,Memleketin dört yanı teröristten arınan
,Nifakçıyı susturup muhabbete sarınan
,Kardeşliğe dayanan Türkiye istiyorum.
,İsteyenin yüzü kararırsa kararsın
,veremiyorsan tepemde ararsın?
,Vatan öleni bayrağıma sararsın
,Ay-yıldızlı giyinen Türkiye istiyorum...............Ahmet Kısa/MERSİN
,* * *
,Senlik benlik yapılmayan
,Doğru yoldan sapılmayan
,Maddiyata tapılmayan
,Türkiye istiyorum....................Mahir Başpınar
,* * *
,Saadetler sınırsızca
,Örf adet usulunce
,Cennet vatan huzurunca
,türkiye istiyorum................Gezgincan Gezgin
,* * *
,alanda ileri
,İnsanı gönül eri
,Tüm dünyanın lideri
,Türkiye istiyorum................Mücella Pakdemir
,* * *
,Edirne Kars arası
,Sarılmış hep yarası
,Cennet olsun burası
,Türkiye istiyorum................Şehri Karakaya
,* * *
,El yağıyla kavrulmayan.
,Rüzgar savrulmayan.
,Can canandan ayrılmayan
,"Türkiye İstiyorum,...............Aşık Korhani"
,* * *
,"Dört yanında,çiçeklerin açtığı,"
,"Kuşların, ağaçların dallarında cıvıldadığı,"
,"Güllerin ağlamayıp, etraflarına neşe şaçtığı,"
,"Türkiye istiyorum,istiyorum yarabbi............Emine Yılmaz Dereci"
,
Türkiye olacağız,
,TÜRKİYE OLACAĞIZ
,Binlerce şehit verdik
,vatanın uğruna
,Dört taraf düşman dolu
,Paylaşmak hesaplarda
,değil hep varız
,Beraber olacağız
,Hep beraber elele
,Türkiye olacağız
,İçimizde hain var
,Durmaz yürekler yakar
,Bin yıldır uğraşırlar
,Daha anlamadılar
,değil hep varız
,Beraber olacağız
,Hep beraber elele
,Türkiye olacağız
,Böyle gördük atadan
,Et kemik
,biriz osmanlıyız
,Kardeşiz ayrılmayız
,değil hep varız
,Beraber olacağız
,Hep beraber elele
,Türkiye olacağız
,Al yıldızlı bayrağım
,Şehit kan oldu
,Dalgalanır durmadan
,vatan bizim oldu
,değil hep varız
,Beraber olacağız
,Hep beraber elele
,Türkiye olacağız
,İLYAS ŞENER
,
Cana Cansın Türkiye'm,
,"Akıyor yüreğimden sevgiler oluk oluk,"
,"Canımın can parçası, cana cansın Türkiye’m!"
,"Sensin gözümün feri, sensin aldığım soluk,"
,"Canımın can parçası, cana cansın Türkiye’m!"
,"Al bayrak dalgalanır özgürce gökyüzünde,"
,"Milletim hür mutlu, gülümseme yüzünde,"
,"Yurduma göz dikenler yüzüyorlar hüzünde,"
,"Canımın can parçası, cana cansın Türkiye’m!"
,"Bayrağımın al rengi kanımdır, damarımdır;"
,"bayrak namusumdur, gururumdur, arımdır;"
,"Vatan, millet bütündür; yurtsuz insan yarımdır!"
,"Canımın can parçası, cana cansın Türkiye’m!"
,"yarın Avrupa’da, diğer yarın Asya’da,"
,"Üç taraf denizlerle çevrilmiş yarımada,"
,"taşın tarih kokar, dalar geçmişi yâda,"
,"Canımın can parçası, cana cansın Türkiye’m!"
,"Zümrüt yemyeşil, bereketli bağların,"
,"zaman gözdesisin asırların, çağların,"
,"Denizde bin balık, hep doludur ağların,"
,"Canımın can parçası, cana cansın Türkiye’m!"
,"Nehirlerin masmavi, akıyor billur gibi,"
,"Güneşin bambaşkadır, parlıyor nur gibi,"
,"Harika der: Yıkılmaz, sağlam millet sur gibi,"
,"Canımın can parçası, cana cansın Türkiye’m!"
,HARİKA UFUK
,
Türkiye'm!,
,"Döşün bağrın alev alev yanacak,"
,Çıralara yağlandın ah Türkiye'm!
,"Üzerine akbabalar konacak,"
,Yaralara berendin ah Türkiye'm!
,"sorgula kendin gelse insafın,"
,"Memnu olur yarın arpa yulafın,"
,"Üretimi arttı kara çarşafın,"
,Karalara büründün ah Türkiye'm!
,"Savaştı Ata'm vermedi vatanı,"
,"Görsen bağrındaki şehit yatanı,"
,"Tuttu emperyalist ABe-De planı,"
,Parelere bölündün ah Türkiye'm!
,"İktidarın vekilin gafa dalmış,"
,"Sersefil millet aç fakir kalmış,"
,"yanımı sömürü kurdu almış,"
,Pirelere yenildin ah Türkiye'm!
,"Kendi yurdu vatanında aç gibi,"
,"Atarürk'ün gönlünde hiç gibi,"
,"Emperyalist gözünde er koç gibi,"
,Kınalara boyandın ah Türkiye'm!
,"Seni; seven DOĞANİ'yi dövmesen,"
,"Seni; zehirleyen ABD'yi övmesen,"
,"Seni; ezip sömüreni sevmesen,"
,Derelerde boğuldun ah Türkiye'm!
,29.07.2007
,İlyashacı Köyü
,
Hrant Dink,
,Türkiye düşmanları fink atıyorlar fink
,En son kurbanlarıdır gazeteci Hrant Dink
,Barışı kurmak cesaretle çalıştı
,Türkiye Ermenisi vatansever Hrant Dink
,
Canım Türkiye'm,
,"Sende doğdum, sende öleceğim,"
,"senin, toprağına gireceğim,"
,"Seninle ağladım, seninle güleceğim,"
,"Benim vatanım, canım Türkiye’m..."
,"Dünyada yoktur, sana bedel vatan,"
,"Nasıl ihanet eder, vatanına insan,"
,"Sana feda olsun, bedenimle can,"
,"Benim vatanım, canım Türkiye’m..."
,"Muhtacız senin, toprağına, taşına,"
,"Karnımızı doyuran, ekmeğine, suyuna,"
,"Gökte dalgalanan, eşsiz bayrağına,"
,"Benim vatanım, canım Türkiye’m..."
,"Bedelsin sen, tek başına dünyalara,"
,"Göz açtırmayız asla, hain düşmanlara,"
,"Sokmayız onları, cennet topraklara,"
,"Benim vatanım, canım Türkiye’m..."
,
Türkiye,
,TÜRKİYE
,"Uyarılar ikazlar, asla para etmiyor,"
,"Balatası eskidi, gayrı firen tutmuyor,"
,"Aydınları kaygıda, geceleri yatmıyor,"
,"Fireni patlak tutmaz, felakete yol alır,"
,"Derin uçuruma, doğru giden TÜRKİYE."
,"Tüm saygın yazarlarla, öncü olan dergiler,"
,"Türk halkını uyarıp, yazarlar çizerler"
,"Emeklisi ser sefil, işçi aç, açık, gezer,"
,"Fitne, fesat, kazanı, fokur fokur, kaynıyor,"
,"İkiye bölünmeye, doğru giden TÜRKİYE."
,"Kaptanı hırs küpü, çırağı acemi,"
,"Dilerim alabora olmaz, sallanan gemi,"
,"Tayfaları uyuyor, karardı çayın demi,"
,"Kayalara bindirir, dümeni kırık gemi,"
,"Meçhul felaketlere, sürüklenen TÜRKİYE."
,"Soygun, vurgun kapkaç, artı meslek dalı,"
,"Altındaki pislikten, kabardı, kalktı halı,"
,"Onca ağaç söktüler, dağ, ova kuru çalı,"
,"Aklı fikri noksan, insanlar deli gibi,"
,"Onlarca tımarhane, doldurur vah TÜRKİYE!"
,"Doğru söyleyenleri, ülke dışı kovdular,"
,"Dik duran aydınların, seslerini boğdular."
,"Yetim, öksüz demeden, soğan soydular,"
,"Siyasiler kör, sağır, duymuyor çığlıkları,"
,"Korktu, tırstı, saklandı, sesi çıkmaz TÜRKİYE."
,"Haramiler kul hakkı, yemekten doymuyorlar,"
,"Pay alan siyasiler, hırsıza kıymıyorlar."
,"Rızazade, aydınlar uyardı duymuyorlar,"
,"Kör göz sağır kulak, oldu yazık TÜRKİYE."
,06 EKİM 2015
,FAHRİ BULUR RIZAZADE
,
Yüreğimiz yanıyor-kulak verin çağrıya Türkiye ayağa kalk-sahip çıkın sayrıya,
,Deprem felâketiyle-bizler ödedik bedel
,Sesime kulak verin-n' olur tarafa gel
,kafa değişmeli-bunu hazırladık
,Ağır dayanılmaz yük-millet sızladık
,Yüreğimiz yanıyor-kulak verin çağrıya
,Türkiye ayağa kalk-sahip çıkın sayrıya
,Köylerden şehirlere-nüfus artışı malûm
,Senede dört yüz bin ev-gerçekten böyle durum
,Başlarını sokacak-bir delik arayanlar
,Sorup soruşturmuyor-yok işe yarayanlar
,Yüreğimiz yanıyor-kulak verin çağrıya
,Türkiye ayağa kalk-sahip çıkın sayrıya
,Devlet arazisine- oturanlar sormadan
,Dört kat on kat arası-kuruyorlar apartman
,Rüşvet iltimas ile-kurtuluruz zannettik
,Sonucu kötü oldu-hep böylelikle bittik
,Yüreğimiz yanıyor-kulak verin çağrıya
,Türkiye ayağa kalk-sahip çıkın sayrıya
,Umumî belâyla-karşı karşıya kaldık
,Bundan sorumluyuz-ya vurduk çaldık
,Olan artık olmuştur-suç atmayı bırakın
,Elleri birleştirip-bir ışık yakın
,Yüreğimiz yanıyor-kulak verin çağrıya
,Türkiye ayağa kalk-sahip çıkın sayrıya
,Hesabı kitabını-yaparak birleşelim
,Köhnemiş zihniyeti-yırtarak erleşelim
,Yeniden yapılanma-istikbal bizi bekler
,Giyilmeyen giyecek-yapılsın hemen ekler
,Yüreğimiz yanıyor-kulak verin çağrıya
,Türkiye ayağa kalk-sahip çıkın sayrıya
,Psikolojik durum-şimdi hissediliyor
,Korkular karanlıklar-baş almış gidiyor
,Apartmana girmeyip-parklarda ev kuranı
,Rüzgâr uğultu sesi-görmeliyiz duranı
,Yüreğimiz yanıyor-kulak verin çağrıya
,Türkiye ayağa kalk-sahip çıkın sayrıya
,İlk ahlâk eğitimi-çalmadan çırpmadan
,Hasan der tedbir gerek-yontmadan kırpmadan
,Deprem içimizdedir-geliniz kurtulalım
,El el gönül gönüle-çareleri bulalım.
,Yüreğimiz yanıyor-kulak verin çağrıya
,Türkiye ayağa kalk-sahip çıkın sayrıya
,
Türkiye Güzellemesi 5,
,TÜRKİYE GÜZELLEMESİ 5
,"Muğla seni adım adım aradım,"
,"Gün yelinde saçlarını taradım,"
,"Hey Manisa mesirende olaydım,"
,Şanını tarihe sordum Türkiye’m.
,"Kuşadası cennet diyar bizdedir,"
,"Marmaris, Uludağ, Efes gözdedir,"
,"Manavgat, Fethiye, Bodrum özdedir,"
,Sevdana ezelden yardım Türkiye’m.
,"Bozlak söyler Kırşehir’in sazları,"
,"Halı dokur, Niğde, Bor’un kızları,"
,Doyumsuzdur ülkemizin yazları.
,Gönlümü sevgine vurdum Türkiye’m.
,"Eşsiz Giresun’un fındık bahçesi,"
,"Fındık dolar gelinlerin bohçası,"
,"Benzersiz Rize’nin çayı çeşmesi,"
,Hasreti sineme sardım Türkiye’m.
,"Çorum, Kastamonu ince çeyizli,"
,"Çankırı kızları buğday benizli,"
,"Horozları dövüştürür Denizli,"
,Gönül kapısında durdum Türkiye’m.
,"Türkiye’mi baştanbaşa görmeli,"
,"Kaşları yay gözü sürmeli,"
,"Merttir, taviz vermez dünya bilmeli,"
,Seninleyim senle vardım Türkiye’m.
,Rabia BARIŞ
,
Türkiye'm *,
,"Güneşin hüzmeli, ayın haleli,"
,köşende güller açar Türkiye’m.
,"Aşılmaz dağların arslan yeleli,"
,Doruğunda şahin uçar Türkiye’m.
,
,"Sarnıcın var, ak gözede kaynayan,"
,"Şelalen var, çağıl çağıl çağlayan,"
,"tutkusun, özü öze bağlayan,"
,Seni seven sevgi saçar Türkiye’m.
,
,"Dünya hayran toprağına, taşına,"
,"Şebnem düştü kirpiğine, kaşına,"
,"Devlet kondu eğilmeyen başına,"
,Kızıl güneş inci saçar Türkiye’m.
,
,"Türk adıyla damga vurdun çağlara,"
,"Benziyorsun iremdeki bağlara,"
,"Kar yağarken başı yüce dağlara,"
,Sinem sana kucak açar Türkiye’m.
,
,"Vadilerin derin, suların serin,"
,"Cennet misalisin kalbimde yerin,"
,"yarım adasın belli değerin,"
,İpek yolum senden geçer Türkiye’m.
,
,"Bayrağın var, sınırları kuşatan,"
,"İklimin var, dört mevsimi yaşatan,"
,"Cumhuriyet, misyonu taşıtan,"
,Dünya sana değer biçer Türkiye’m…
,
,Rabia BARIŞ
,
Laik,
,Türkiye laiktir laik kalacak
,Tüm halkımız coşacak koşacak
,Laiklik sonsuza dek yaşayacak
,Türkiye malezya iran olmayacak
,Laikliği ortadan kaldıracak
,Anasından doğduğuna pişman olacak
,Laikliğe kimse dil uzatamayacak
,Türk devleti laiktir laik kalacak
,
Vatanım,
,"Tektir vatanımız,"
,"Yurdumuz,toprağımız,"
,Türkiye.
,"Tektir vatanımız,"
,Bayrağımız gibidir
,Türkiye.
,"Tektir vatanımız,"
,Bağımsızdır
,Türkiye.
,"Tektir vatanımız,"
,Bağımsızlığını kazandık
,Canım Türkiye.
,2006
,
Muhteşem Türkiye,
,işsizlik başını almışta gidiyor
,şahlanıyor muhteşem türkiye
,işci emekci gelecekten korkuyor
,şahlanıyor muhteşem türkiye
,buğunü yaşadık dünü satmışız
,elde avucta yok hepten batmışız
,işi gücü bırakıp dizilere takmışız
,olmuşuz muhteşem türkiye
,makarna kömürle geleceği sattık
,bakanın önünde takalar attık
,doğal gaz yerine atık yaktık
,şahlanıyor muhteşem türkiye
,
Benim türkiyem,
,BENİM TÜRKİYE'Mİ
,************************
,Gözyaşlarım pınar olmuş akarken
,Haydutlar bayrağa yan bakarken
,Kansızlar Orduma çamur atarken
,Vatan millet el ele Türkiye
,*************************************
,Cumhuriyet üniversitesi ilim gülü
,Var kendini bilmez yobaz sürüsü
,Dinden imandan habersiz dürzü
,Vatan millet el ele Türkiye
,*************************************
,Bizler boyun eğmeyiz hiçbir ulusa
,Etrafımız binlerce it köpek ulusa
,atalarımızın asil kanı varsa
,Vatan millet el ele Türkiye
,**************************************
,Soylu yaşarken ilime önem verelim
,Adaleti hak hukuku ilimle bilelim
,Cehaleti hep olup kökten silelim
,Vatan millet el ele Türkiye
,**************************************
,Halk Şairi Cuma soylu.18.12.2008
,
UyanTürkiyem,
,UYAN TÜRKİYEM
,Kara bulutlar zincirli
,Uyan Türkiye'm uyanın
,"Farkında değilsin belli,"
,Uyan Türkiye 'm uyanın.
,Kervanım nerede yitti
,"Türklüğün kökümü bitti,"
,Yiğitler nereye gitti
,Uyan Türkiye'm uyanın.
,"Gelip milleti ayıran,"
,"Ekmek leyip göz boyayan,"
,"Mideme mermi dolduran,"
,Uyan Türkiye' m uyanın.
,"Gök yüzün,de bulutlar,"
,"Arzu etiğim umutlar,"
,"Görmedim 'ki aydınlar,"
,Uyan Türkiye' m uyanın.
,"ömür kederle dolu,"
,"Ankara' dedi kodu,"
,"Memlekete gavur doldu,"
,Uyan Türkiye'm uyanın.
,"Elli iki sene önce,"
,"Çileler çekip gelince,"
,"İsmail'im ah bilince,"
,Uyan Türkiye' m uyanın.
,İsmail Solak
,
Hiç affetmeyeceğiz-Fransa Devleti’ni Kalk ayağa Türkiye’m-keselim biletini,
,İşte Türk düşmanlığı-korkutucu boyut
,Şimdi şey ortada-hem somut soyut
,Tarihi gerçekleri-sakın unutmayalım
,Bölmek isteyenler var-uyuyup yatmayalım
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,Maziyi inkâr eden-gerçeği hiç göremez
,Vatan bayrak uğruna- kuvvet çaba veremez
,Karşımızda surlar var- aşarız birlik
,Bizi kimse tutamaz-yok olur bütün çile
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,İstiklâl Harbi günü-Antalya’da İtalyan
,Batı Anadolu-hainlik yapan Yunan
,Adana Maraş Antep-gasp etmişti Fransız
,Ankara İstanbul’u-çevirmişti İngiliz
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,Burada başlamıştır-Ermeni işbirliği
,“Ya İstiklâl Ölüm”-onlar bozdu birliği
,Kan döküldü can verdik-yurt döndü harabeye
,Fransız Ermeniler-kıydı anne bebeye
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,Yıl “Bin dokuz yüz otuz”-Hatay işgal altında
,Mücadeleler oldu-o sınırlar hattında
,Atam çabalar verdi- vatana katmak
,Konuşma mitingler-sordu nasıl niçin
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,günü unutmadı-şer Fransa açları
,Gelin sizle yapalım-teke tek maçları
,Nutuk zamanı değil-göstermeli tepkiyi
,Yediden yetmişe dek-hissettirin etkiyi
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,Kablolu yayınında –TV 5’i kısalım
,Derhal turistik turun-ne var keselim
,Fransız Soykırımı- anlatalım dünyaya
,Hemen oylama yapın-onlar kalmalı yaya
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,Bize terör belâsı-hediye Avrupa’dan
,Hangisini sayayım-domuz eşek sıpadan
,Hiçbir devlet istemez-Türk’ün kalkınmasını
,Unutma Türk Milleti-onları iyi tanı
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,Kendi memleketlerinde-hep diplomatlarımız
,Kahpece öldürüldü-bizim evlatlarımız
,Niçin bağlamadınız-o kuduran itleri
,Allah’ım size versin-aynı akıbetleri
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,Hangisini sayalım-bombalanan meskenler
,Orly Havaalanı -yere saçılan canlar
,Bin dokuz yüz yetmişle-tamam seksen arası
,Asala’ yla boğuştuk-derin oldu yarası
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,Temizlendi Asala-Devletim koydu sala
,Avrupa nefes aldı-o anda PKK’ yla
,On beş sene savaştık-“Ermeni Piçleriyle”
,Zafer Türk Devleti’nin-“Ay yıldız Burçlarıyla”
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,”Yüz Otuz Milyar Dolar”-mal mülk gitti maddi
,Avrupa’nın ürünü-onlar aştılar haddi
,Vatan benim diyenler-eli birleştir bütün
,Hasan size seslenir-bugün yarın gün
,Hiç affetmeyeceğiz-Fransa Devleti’ni
,Kalk ayağa Türkiye’m-keselim biletini
,
Türkiye Türkündür,
,Türkiye Türk'ündür varmı be yolu
,Türklük Ülkenin kanadı kolu
,Olamaz Vatanın sağı solu
,Türkiye Türk'ündür. Türk'ün olmalı
,Türkiye herkese kimlik vermiş
,Üstüne'de koskoca T.C. demiş
,Bunu inkar eden deyus halt yemiş
,Türkiye Türk'ündür. Türk'ün olmalı
,toprakda yaşayan itaat edecek
,Bütün herkes kendi haddin bilecek
,Bilmeyen şerefsiz çekip gidecek
,Türkiye Türk'ündür. Türk'ün olmalı
,Ay yıldızlı bayrak bize gurur
,Türk olmak bizde ayrı onur
,Bunu bilmeyen kendini sanır
,Türkiye Türk'ündür. Türk'ün olmalı
,ŞIKOĞLU'yum kanım kırmızı akar
,toprağın heryeri şehit kokar
,Bunları bilmeyenler maziye bakar
,Türkiye Türk'ündür. Türk'ün olmalı
,
Türkiye'm,
,"karış toprağın şehitlerle doludur,"
,"Şanlı tarihin seferlerle doludur,"
,"Seferlerki,zaferlerle doludur,"
,"Türkiye'm,memleketim,Cennet vatanım."
,"Akdeniz,kara deniz,ege,marmara,"
,"Üç taraf denizdir taraf kara,"
,"Uygarlıklar beşiği yarım ada,"
,"Türkiye'm,memleketim,Cennet vatanım."
,..
,"Bereketler taşıyan ırmakların var,"
,"Koyun,kuzu yayılan otlakların var,"
,"alıp bin veren toprakların var,"
,"Türkiye'm,memleketim,Cennet vatanım."
,..
,"tarafında zengin bitki örtüsü,"
,"Ormanlarki yurdumun biricik süsü,"
,"başkadır mevsim görüntüsü,"
,"Türkiye'm,memleketim,Cennet vatanım."
,..
,"Engin nehirlerin dumanlı dağların,"
,"Sınırsız ovaların,yeşil bağların,"
,"Ekmegin,soğuk suyun,tuzsuz yağların,"
,"Türkiye'm,memleketim,Cennet vatanım."
,..
,"karış toprağın şehitlerle doludur,"
,"Şalı tarihin seferlerle doludur,"
,"Seferlerki,zaferlerle doludur,"
,"Türkiye'm,memleketim,Cennet vatanım."
,..
,"En ücra köşedeki köyün,kasaban,"
,"İstanbul,Rize,Konya,Başkent Ankara'n,"
,"Tutkundur,sevdalıdır sana Ramazan,"
,"Türkiye'm,memleketim,Cennet vatanım."
,
Türkiye Sevdası,
,Kolay alınmadı topraklar
,"Bağrı – başı yanık analar,"
,Yaşlısı genci askeri subayı hepsi birden
,"Doğduk,"
,Doğduk Türkiye sevdasıyla…
,"Çayır çimen, dağ tepe demeden"
,"Koşuştular sen, ben, demeden"
,"Tek Millet vatan için,"
,"Bağlandık,"
,Bağlandık Türkiye sevdası için…
,"Ağlamasın yavrularımız, bacılarımız"
,"Emmi, dayı hacı, hocalarımız"
,Vatan uğruna can veren Şehidimiz
,"Dağlandık,"
,Dağlandık Türkiye sevdasıyla…
,"Türk’ü, Kürdü, Laz’ı, Çerkez’i"
,Severiz bizler birbirimizi herkesi
,Duyurmak sesimizi Dünyaya
,"Birleştik,"
,Birleştik Türkiye sevdası
,Osman ÖZTÜRK (08.02.2008-Şile)
,
Bizimle yürü Türkiye,
,"Haydi M.H.P'ye gel,"
,Bizimle yürü Türkiye.
,"Uzanan ele el ver el,"
,Bizimle yürü Türkiye.
,"Haydi üç hilali açın,"
,yürüyüşe geçin.
,"Güzel vatanımız için,"
,Bizimle yürü Türkiye.
,"Birlik olup yürüyelim,"
,Derde çare arayalım.
,"Ülkemizi koruyalım,"
,Bizimle yürü Türkiye.
,"Sırlarımız bilinmesin,"
,Türkün adı silinmesin.
,"Vatanımız bölünmesin,"
,Bizimle yürü Türkiye.
,"Sevinç ağlayalım,"
,Irmak olup çağlayalım.
,"Adaleti sağlayalım,"
,Bizimle yürü Türkiye.
,"Yıldırım çakalım,"
,Bozkurt misali bakalım.
,"Bayrağa sahip çıkalım,"
,Bizimle yürü Türkiye.
,"İnsanı sevmekse yasan,"
,İçinde olmasın tasan.
,"Hizmet etmek ister isen,"
,Bizimle yürü Türkiye.
,"Kutsal çağrıya uyalım,"
,Vatanı kutsal sayalım.
,"Huzur yaşayalım,"
,Bizimle yürü Türkiye.
,"Haydi Mehter Marşı çalsın,"
,Günlerimiz bayram olsun.
,"Düşüncemiz hayat bulsun,"
,Bizimle yürü Türkiye.
,"Yusuf hatayı görmeyin,"
,ülkeyi germeyin.
,"Düşmana fırsat vermeyin,"
,Bizimle yürü Türkiye.
,
Sahip çıkalım başka Türkiye yok,
,"Bizim vatan vatan bulunmaz,"
,Sahip çıkalım Türkiye yok.
,"Ülkemize kolay sahip olunmaz,"
,Sahip çıkalım Türkiye yok.
,"Atalarım Asyadan gelip aldı,"
,Sevdasıyla gönülde değer buldu.
,"vatan ecdat kanıyla yoğruldu,"
,Sahip çıkalım Türkiye yok.
,"At tırnağıyla mühür vurduk naldan,"
,Toprağın kokusu farksızdır gülden.
,"Sevdalıyım ona ta gönülden,"
,Sahip çıkalım Türkiye yok.
,"Gerekirse vatan ölelim,"
,düşmanlık yapalım bölelim.
,"Bizler onun kıymetini bilelim,"
,Sahip çıkalım Türkiye yok.
,"Yusuf onu sevmeyen kimse gülmez,"
,İhanet edenlerden hayır gelmez.
,"Esir olmayan yurt kıymeti bilmez,"
,Sahip çıkalım Türkiye yok.
,
Dündar Taşer'in büyük Türkiye rüyası bu,
,"yönden ileriye giden müreffeh ülke,"
,Dündar Taşer'in büyük Türkiye rüyası bu.
,"halükarda dünya baş eğmelidir Türk'e,"
