title,poem_cleaned
,"Abdal Musa Erdir Gayri,"
,"Üçler Beşler Deyin bari,"
,"Yaratan Gerçektir,Gani,"
,Allah Allah Hü Eyvallah
,"Yedilerin İzzetine,"
,"On İki'ler Mürvetine,"
,"On Dört Masum Davetine,"
,Allah Allah Hü Eyvallah
,"On Yedi Kemberbest Yolu,"
,"Kırklar ilen Bade Dolu,"
,"Yetmiş iki Şehit Soyu,"
,Allah Allah Hü Eyvallah
,"Balım Sultan,Kızıl Deli,"
,"Karadonlu,Mürsel Bali,"
,"Cümlesine Dedik Beli,"
,Allah Allah Hü Eyvallah
,"Şeyh Ahmet Torunuyuz,"
,"Teslim Abdal Katarıyız,"
,"Abdal Murat Deryasıyız,"
,Allah Allah Hü Eyvallah
,"Abdal Mehmed Çün Söyledi,"
,"KUL FUKARA Hü Dost Dedi,"
,"Arı idim Bal Eyledi,"
,Allah Allah Hü Eyvallah
,
Allah Aşkı,
,"Allah diyelim gardaşlar,"
,"Akıtalım gözden yaşlar,"
,"Dağlar taşlar ağaçlar,"
,"Allah diyelim biz,Allah."
,"Allah diyelim Aşk ile,"
,"İkrar gerek cümle kula,"
,"Mükafatın didar ola,"
,"Allah diyelim biz,Allah."
,"Allah diyelim vakit,"
,"Gözden kanlı yaş akıt,"
,"Namaz içinde beş vakit,"
,"Allah diyelim biz,Allah."
,"Seher vaktinde zaman,"
,"Kalbinde var iman,"
,"Fazilet vaktidir uyan,"
,"Allah diyelim biz,Allah."
,"Mümin olan asla yatmaz,"
,"Şeytan kemendini atmaz,"
,"Münafık işini tutmaz,"
,"Allah diyelim biz,Allah."
,"Münafıktan seçilelim,"
,"Reyhan açılalım,"
,"Bülbül ötüşelim,"
,"Allah diyelim biz,Allah."
,"Allah desin dilimiz,"
,"Od görmesin elimiz,"
,"Sıratta asan yolumuz,"
,"Allah diyelim biz,Allah."
,"Meftuni derdine ağlar,"
,"seher ciğerin dağlar,"
,"Sular hemen çağlar,"
,"Allah diyelim biz,Allah."
,
Allah Allah Diyor,
,Ağaçtaki kuşlar
,Dallar Allah Allah diyor
,Gözden akan yaşlar
,Diller Allah Allah diyor
,Yerde gökte olanları
,Yaratandır bunca varı
,Mevlâ’yı zikreyler arı
,Ballar Allah Allah diyor
,Yeryüzündeki böcekler
,Göz önündedir gerçekler
,Türlü renkteki çiçekler
,Güller Allah Allah diyor
,Bizi ana getiren
,Allah’tır işi bitiren
,İnsanoğlunu götüren
,Yollar Allah Allah diyor
,Gelir geçer günler aylar
,Aşkın deryasını boylar
,akan dereler çaylar
,Seller Allah Allah diyor
,Allah yüceden yüce
,Hiç uyumaz gündüz gece
,Ömer Tombul nice
,Kullar Allah Allah diyor
,HALK ŞAİRİ ÖMER TOMBUL
,
Der ALLAH ALLAH ALLAH,
,Bütün âlem bismillah
,Tüm âlemler der Allah
,Duyanlar Arifullah
,Der Allah Allah Allah
,zerre tespih eder
,İnsan daim zikreder
,Allahtan gayrı nider
,Der Allah Allah Allah
,Yerde gökte neki var
,Hepsi emrine uyar
,Var olan tüm esmalar
,Der Allah Allah Allah
,Mehmet Ali Allahı
,Bul marifetullahı
,şey fani hak baki
,Der Allah Allah Allah
,(12.9.1997)
,
Kerimsin allah,
,KERİMSİN ALLAH
,Arifin diline ol muhabbetin
,Hikmet tarafından serensin ALLAH
,Er rahmanü er rahımü nimetin
,Er razzak rızkınla verensin ALLAH
,Lütfün ihsanın bol kerimsin ALLAH
,İkramın şükrünü bilmek lazımdır
,İnancın fikrini bulmak lazımdır
,Sevdanın zikrine gelmek lazımdır
,Gönüle âşkını örensin ALLAH
,Lütfün ihsanın bol kerimsin ALLAH
,Âşkın içün candan geçenlerini
,Kendine seni dost seçenlerini
,Divanında durup el açanlarını
,Şeksiz şüphesiz görensin ALLAH
,Lütfün ihsanın bol kerimsin ALLAH
,Doğru yoldan çıkıp sapanlara
,Garip metin mala tapanlara
,Nemrutça haksızlık yapanlara
,El kahhar mührünü vuransın ALLAH
,Lütfün ihsanın bol kerimsin ALLAH
,YAZAN:METİN DALKÜREK(GARİP METİNİ)
,
İlahi Aşk,
,Akıp giden zamanda
,Ansın Allah ansın Allah
,Sevgiyle ruh içinden
,Ansın Allah ansın Allah.
,İsminle dağ taş inleye
,Kurtlar kuşlar ses dinleye
,En küçücük canlıya
,Cansın Allah cansın Allah.
,Nimet koydun göğe yere
,Topraklara denizlere
,Yoksul fakir evsizlere
,Hansın Allah hansın Allah.
,Yağmurları boşatansın
,Gece olup kuşatansın
,Karanlığı ışıtansın
,Tansın Allah tansın Allah.
,Cemaline şirk koşanlar
,Malayani dolaşanlar
,Cehenneme ulaşanlar
,Yansın Allah yansın Allah.
,15.12.2009 - Sahrayıcedid
,Şahin Cahit Yanık
,
Allah var,
,ALLAH VAR
,Düşmeyelim yeise
,"Rahman, Rahim Allah var"
,Bin tuzak var
,"Rahman, Rahim Allah var"
,………..Bağlantı………………
,"Rahman, Rahimdir Allah"
,"Gaffar, Kerimdir Allah"
,Yaptığımdan pişmanım
,Yüce Hâkimdir Allah
,……………………………………
,Kati ikrar verelim
,Hak yoluna girelim
,Sonumuzu görelim
,"Rahman, Rahim Allah var"
,Ayağımız kaymadan
,Yanlış yola sapmadan
,“Hakk” diyelim yatmadan
,"Rahman, Rahim Allah var"
,Tövbe deyip günaha
,Yalvaralım Allah’a
,Kavuşalım Felaha
,"Rahman, Rahim Allah var"
,Kâinatı donatan
,kulları yaratan
,Hep kendini aratan
,"Rahman, Rahim Allah var"
,28.09.2013 / 08:30
,
Diyelim Gel Hu Allah,
,"Haydi, canlar birlikte"
,Diyelim gel Hu Allah
,Sıkıntıda dirlikte
,Diyelim gel Hu Allah
,.....(Nakarat) .......
,Diyelim gel Hu Allah
,La ilahe illallah
,"Allah, Allah Hu Allah"
,La ilahe illallah
,..............................
,Güzelce abdest alıp
,Koşup camiye varıp
,Seher vakti yalvarıp
,Diyelim gel Hu Allah
,"Karda, kış da, ayazda"
,Cümle âlem niyazda
,Diz çöküp namazda
,Diyelim gel Hu Allah
,Boynumuzu bükerek
,Tespihleri çekerek
,Gözyaşları dökerek
,Diyelim gel Hu Allah
,Temizleyip kirleri
,Çağıralım Pirleri
,Kırıp tüm zincirleri
,Diyelim gel Hu Allah
,
Bu Evren Bir Saray,
,Evren Saray
,Gaflet gömleği yırtılsın diye
,evrendeyiz nurdan yaratılmış...
,evren saray
,Hayran hayran
,Bak evrene gönlüm
,Aşkı ara
,Kendini yak gönlüm
,evren ay
,evren saray
,saraya hayran olunur.
,"""Secdeye kapan ey insan ""diyor"
,"Vardım secdeye ""Hay hay"
,sarayın banisi Allah
,Seccade oldu bana yeri
,evren saray insana
,Sanatkardan haberci...
,saray banisi Allah
,saraya hayran olunur.
,evren nurdan
,Nurdan saray
,Sanatkardan haberci...
,Banisi Allah
,evren saray
,Bildim seni Allahım
,Yüzüm güldü...
,Seccade oldu bana yeri
,evren nurdan
,evren ay
,Banisi Allah
,evren saray
,Allah Allah Allah ulusun
,Sanatkardan haberci...
,Bildim seni
,Yüzüm güldü...
,Ayna Allah'a evren
,şey senden haberci ey yüce Allah
,saraya hayran olunur.
,Sabah baktım akşam baktım
,evren saray
,hep görülen
,aynada
,evren saray
,Sanatkardan haberci...
,Bildim seni
,Yüzüm güldü Allahım...
,Allah Allah Allah Razzaksın
,Bildim seni
,evren saray sultan
,Sanatkardan haberci...
,Saray kuruyorum gönlüme
,Bildim seni
,Yüzüm güldü Allahım...
,Allah Allah Allah Rahmansın
,Bildim seni
,evren ay bildirir seni
,güzel saray evren
,evrene
,zaman baksam diyor bana:
,sarayım…
,Sarayların en şirini
,saraya hayran olunur.
,evren bana hediyen
,Kumlardan çıkan böcek
,Karanlığımdan çıkıyorum
,Bildim seni
,Yüzüm güldü Allahım...
,Allah Allah Allah Kerimsin
,Bildim seni
,Sabah baktım akşam baktım
,evren saray insan sultan
,Gece yıldızları var
,Gündüz güneşi
,Baharda yeşil halı yerde
,Kışın beyaz halı
,Hayran oldum
,Allah Allah Allah Cemilsin
,Bildim seni
,Baktıkça aynaya yandım
,Güneş lamba şimdi gönlüme
,Işığa attım ilk adımımı toprağından kurtulan pınar gibiyim
,Bildim seni
,Yüzüm güldü Allahım...
,Allah Allah Allah Latifsin
,Bildim seni
,aynada gördüm seni
,Allahtır ustası
,Sanatkardan haberci...
,saraya bak
,Hayran olunur
,Taş erir taş erir gönlün dağlarında
,Yağmurları bol bulut gözlerim
,Sabah baktım akşam baktım
,evren saray ayna aynada sultan
,Gök masmavi çatı
,Yer birinci katı …
,saraya hayran olunur
,Allah Allah Allah hamd sana
,Bildim seni
,Göklerin gece tablosu nurdan
,Akşam tablosu nardan
,Bulutlar şiir
,Kuşlarda ayrı ayrı lisan
,Papatya yüzlü insan …
,saraya hayran olunur
,Allah Allah Allah büyüklük senin
,ayna saray evren nuruna
,saraydayım senden haberci
,Toprağın
,Kışta
,Beyaz abası
,Baharda
,Yeşil abası var...
,saraya bak
,saraya hayran olunur.
,Sanatkardan haberci...
,Allah Allah Allah Subhansın
,Bildim seni
,Evren incir çekirdeği küçücük...
,Bildim
,Ey en büyük ey subhan
,Sabah baktım akşam baktım
,evren saray insana
,saraya hayran olunur.
,saraya hayran olunur.
,dalgalanış var dinmez denizimde
,Şaşkın aklım kabuğunu kırıyorum...
,Bildim seni Allahım
,
Tövbe,
,Tövbe terbiye kanadı
,La İlahe İlla Allah
,Yıkar öfkeyi inadı
,La İlahe İlla Allah
,Bozmaz lale bahçesini
,Tevhit eder seni beni
,Seven bilir aşk ehlini
,La İlahe İlla Allah
,Cezadır aşksız hayat
,İnsan dürülmüş kâinat
,cümlede bin kanat
,La İlahe İlla Allah
,Âdemlerde Havva erir
,Aşkı elestüden verir
,Gönül tedavisin görür
,La İlahe İlla Allah
,Varlıkta hakkı aratır
,Âlimde korku yaratır
,Tevhit kokar satır satır
,La İlahe İlla Allah
,Sevenlerin aynasıdır
,Melâmetin manasıdır
,Muhammedin duasıdır
,La İlahe İlla Allah
,Şahitliğin âlemidir
,Sırrı ömrün kalemidir
,Hakkı gören Melamidir
,La İlahe İlla Allah
,Selam gelir Gönüllüden
,Geçirir halk âleminden
,Tut Ladanı elinden
,La İlahe İlla Allah.
,27 Aralık 2006
,
Allah hu,
,Allah hu
,Hiç yoklukta var olan
,Ölmeyen canlı duran
,Alemin rabbi olan
,Allah hu allah hu.
,ezel ebed olan
,Ortağı bulunmayan
,"birdir,bir tek olan"
,Allah hu allah hu.
,Ayı güneşi veren
,Semayı kandil eden
,boşlukta döndüren
,Allah hu allah hu.
,Ol dedimi var eden
,Esmasını bildiren
,O.hiç eksiksiz bilen
,Allah hu allah hu.
,Gökten yağmur indiren
,öldürüp dirilten
,dilleri söyleten
,Allah hu allah hu
,alem renk cümmüşü
,Renklere bürünüşü
,Hak söyler görünüşü
,Allah hu allah hu
,Can yok iken can veren
,Canı canda var eden
,Canı canla besleyen
,Allah hu allah hu
,Cana beden giydiren
,Türlü duygular veren
,ağlatıp güldüren
,Allah hu allah hu.
,Bildirdi kur'anıyla
,Öğretti resuluyla
,Noksansız sıfatıyla
,Allah hu allah hu.
,Ahmet Küçük 2
,
Canıma Cansın,
,"Canıma cansın, tenden içeri."
,"Kanıma kansın, kalpten içeri."
,"İnanca daldır, yücelt fakiri."
,"Aşkına daldır, söylet zikiri."
,&
,"Allah Hu Allah, Allah Hu Allah,"
,"Allah Hu Allah, Allah Hu Allah,"
,&
,Dertlere derman Sende buluruz.
,Şükürle rızan arar dururuz.
,Mahşerde tartı vardır biliriz.
,Dileriz aşkla Sana geliriz.
,&
,"Allah Hu Allah, Allah Hu Allah,"
,"Allah Hu Allah, Allah Hu Allah,"
,&
,İstanbul – 21.08.2005
,Çağlar Aşık – Canıma Cansın – Hece: 10
,"Not: İlahi olarak, okunması dileğiyle, tüm dost gönüllere hediyemdir."
,
Ne günlere koydun Allah,
,GÜNLERE KOYDUN ALLAH
,16.10.2010
,Bunca insanlara nolmuş
,günlere koydun Allah
,Dünya haksızlar dolmuş
,günlere koydun Allah
,Adalet madalet bitti
,Büyük balık küçük yuttu
,Doğru insan iflaz etti
,günlere koydun Allah
,Rüşversiz iş olmaz oldu
,Simit çalan yattı kaldı
,götüren zengin oldu
,günlere koydun Allah
,Faizin kefesi ağır
,Adalet kulağı sağır
,İnsanlar değişti gör
,günlere koydun Allah
,Küçük büyüğü saymıyor
,Büyük küçüğü sevmiyor
,Ana babayı eve koymuyor
,günlere koydun Allah
,Hep açtılar örtümüzü
,Bilmiyorlar derdimizi
,Koymadılar bizi bize
,günlere koydun Allah
,Hüseyin'im bilek artık
,Bağır açık paça yırtık
,Evlat babaya der sürtük
,günlere koydun Allah
,
Hayy Allah,
,Sararır ellerim
,Sızılar tenim
,tıkırtı var yürekte
,Hayy Allah derim
,Sıklaşır sancılar
,Üst üste acılar
,gözlerimi bıraktım suya
,Beni aşk paklar
,Hayyyyyyyyy Allah
,Hayyyyyyyy Allah
,Kalemin ardı sıra koşan mürekkep oldum
,Aşkı bağladım Heceye
,cümle düştü yalan oldum.
,Hayyyyy Allah
,Hayyyyyy Allah
,Gecenin ardısıra koşan gündüz oldum
,Tene bağladım aşkı
,gözden düştüm yalan oldum.
,Hayyyyy Allah
,Hayyyyyy Allah
,Bitti yalanlar
,söküldü yamalar
,karanlığa kurşun sıkaN
,korkak dualar
,noktadan uzar
,uzar sessizlik
,gölgem kaybolana
,sürer SENsizlik...
,Hayyy Allah
,Hayyy Allah
,
Senmi Akıllısın Benmi,
,"Allah diyorum sözüm daim,"
,"Benim sözüm kalbimde kaim,"
,"Geceleri uyumam olurum saim,"
,"Söyle akıllısın, yoksa mi."
,"Allah Allah diyenler yollarda kalmaz,"
,"Allah diyenleri Allah darda bırakmaz,"
,"Bil Allah diyenler bıkmaz, usanmaz,"
,"Söyle akıllısın, yoksa mi."
,"Allah diyorum şey demiyorum,"
,"Ondan korkuyorum haram yemiyorum,"
,"Kimseye yalan söyleyip, iftira etmiyorum,"
,"Söyle akıllısın, yoksa mi."
,"Diyorum Allah adıyla kandırsınlar beni,"
,"Allah diyorum ateşiyle yandırsınlar beni,"
,"Allah'ın garip kulu yolunda ölürüm hemi,"
,"Söyle akıllısın, yoksa mi..."
,
Allah Büyük Rabbim Büyük,
,Gün doğmadan neler doğar
,Hayatına gelir bahar
,Dünyadaki bütün canlar
,Allah büyük Rabbim büyük
,Kırmayalım asla bizler bizi
,Dost kardeşliğin tektir özü
,Gülsün milletimin yüzü
,Allah büyük Rabbim büyük
,Dürüstlükten şaşmayalım
,Haram lokma tatmayalım
,Faize yol almayalım
,Allah büyük Rabbim büyük
,hepimiz kardeşiz
,Dostluk barışı severiz
,Hz.Muhammedin ümmetiyiz
,Allah büyük Rabbim büyük
,Derman sığarmı sevgiye
,Lanet olsun kötülüğe
,Huzurlu olalım ebediye
,Allah büyük Rabbim büyük
,İnsan olan garip ezmez
,Fukaranın hakkı yenmez
,Para kabre götürülmez
,Allah büyük Rabbim büyük
,Günlerin geçmesin boşa
,Severek ibadetle yaşa
,Şirk koşma Allaha haşa
,Allah büyük Rabbim büyük
,Arif Delen der dost elini
,Gıybet etme sakın tut dilini
,Kendini büyük görenleri
,Allah büyük Rabbim büyük
,Arif Delen Halk Ozanı
,www.arifdelenmuzikevi.com
,
İmam versin selasını,
,Cahil olup anlamazın
,tarafta yaramazın
,Tesbih çeken pis yobazın
,Allah versin belasını
,İmam versin selasını
,Lâf ustası olanların
,şey oldum sananların
,Ömür sonsuz kananların
,Allah versin belasını
,İmam versin selasını
,Duyguları sömürenin
,İlikleri kemirenin
,Haram yiyip semirenin
,Allah versin belasını
,İmam versin selasını
,Kul hakkını yiyenlerin
,doymadım diyenlerin
,Çakal postu giyenlerin
,Allah versin belasını
,İmam versin selasını
,Garip ahı almışların
,Kaz belleyip yolmuşların
,Cebi şişip dolmuşların
,Allah versin belasını
,İmam versin selasını
,Tek taraflı haklıların
,Ele uymaz farklıların
,Yan taraftan çarklıların
,Allah versin belasını
,İmam versin selasını
,söze yalan katanın
,Kurulmuş düzen yıkanın
,Çıkar can satanın
,Allah versin belasını
,İmam versin selasını
,Tınlamaz der alınanın
,Sözlerime darılanın
,Erkek gezen karıların
,Allah versin belasını
,İmam versin selasını
,
Allah diyelim Allah,
,Gözlerden yaş akıtalım
,Aşkıyla yanalım
,Hep birden ona sarılalım
,Allah diyelim Allah
,Kalbin cilası Allah
,Derdin devası Allah
,Ruhun gıdası Allah
,Allah diyelim Allah
,Miskin hasan olma avare
,Hakka yalvar seherlerde
,Hakkı bulurusun döne döne
,Allah diyelim Allah
,
Allah deyi,
,"Aladağ’da yaman boran,"
,"Yüreğime saldı viran,"
,"Ateş dir kalbim yanan,"
,Sesim Allah Allah deyi.
,"Aladağ’ın yaman karı,"
,"Eritti bahar rüzgarı,"
,"çekerim ahu zarı,"
,Dilim Allah Allah deyi.
,"Aladağ’da mor Menekşe,"
,"Menekşe dert saldı başa,"
,"Düşürdü beni ateşe,"
,Yandım Allah Allah deyi.
,"Aladağ’da var Kuzu,"
,"Yüreğim’de açtı sızı,"
,"Ay peri’si gök yıldızı,"
,Döner Allah Allah deyi.
,
,"Aladağ’da kelebekler,"
,"Rengarenk olur çiçekler,"
,"Nice günler görecekler,"
,Sabır Allah Allah deyi.
,"Aladağ’ın pınarından,"
,"Geçtim suyun kenarından,"
,"Bade alıp dost elinden,"
,İçtim Allah Allah deyi.
,Suat Güney.
,
La İlahe İllallah.,
,"La diyerek red ettim,"
,"Yanlış yolu terk ettim,"
,"daha dönmem asla,"
,"Hakka şehadet ettim,"
,"İnandım birdir Allah,"
,"La İlahe İllallah,"
,"yerde sahte ilah,"
,"Yönelen işler günah,"
,"Allahtır ilahımız,"
,"Ondan gayri yok ilah,"
,"İnandım birdir Allah,"
,"La İlahe İllallah,"
,"İstisnasız diyerek,"
,"Allaha yönelerek,"
,"Kendini ilah gören,"
,"şeyi red ederek,"
,"İnandım birdir Allah,"
,"La İlahe İllallah,"
,"Allah işin başı,"
,"varlığın sırdaşı,"
,"Ona inanan insan,"
,"Ruhundan atar ye'si,"
,"İnandım birdir Allah,"
,"La İlahe İllallah,"
,"La İlahe İllallah,"
,"İsteriz senden felah,"
,"Seni bilen varlık,"
,"Zikreder akşam sabah,"
,"İnandım birdir Allah,"
,"La İlahe İllallah,"
,"La İlahe İllallah,"
,"İstiyoruz sulh, salah,"
,"Delalet batağına,"
,Bizi düşürme Allah.
,"İnandım birdir Allah,"
,"La İlahe İllallah,"
,
Allah Kerim,
,"Malumunuz; partide,"
,"Cahil, topal, kör partide"
,Aday olur partide
,Yönetime seçilirim
,Ondan sonra Allah kerim
,Demek istediğim; tam da…
,Manzarayı seyret camda
,Yönetimde olmasam
,Bakan arkadaşım! derim
,Ondan sonra Allah kerim
,Ağlamazsan yoktur meme
,Sakın ola! Türk’üm deme
,adalet mahkeme
,vergi var prim
,Ondan sonra Allah kerim
,Gelen ağam giden paşam
,kravat giyim kuşam
,Şekillenir gider yaşam
,"Bunu bilir, bunu derim"
,Ondan sonra Allah kerim
,Boş ver Erdal emmi dayı
,Düşün makamı parayı
,İcara verip tarlayı
,"Keyif çatar, zevkle yerim"
,Ondan sonra Allah kerim
,22.7.2013
,
Allah Allah Dedikce,
,"Kuran okursa dillerimiz,"
,"Hakka varır kalbimiz,"
,"Mutlu olur gönlümüz,"
,Allah Allah dedikçe.
,"Kalbe giren acılar,"
,"Dinler dağlar taşlar,"
,"Akar gözden yaşlar,"
,Allah Allah dedikçe.
,"Ruhumuz yıkanır nurdan,"
,"Kalbimzde olur iman,"
,"Dilinden, çıkmaz yalan,"
,Allah Allah dedikçe.
,"Meleklerin dilinde,"
,"Zikre verir senide,"
,"dakika saniyede,"
,Allah Allah dedikçe.
,"Fikrinde olursa ibadet,"
,"Zikrin olur muhabbet,"
,"Kolay olur sana kıyamet,"
,Allah Allah dedikçe.
,
Allah Allah Diyerek Namaza Sarıl,
,"birini sevip alamamışsan,"
,"Alıp ta bağrına saramamışsan,"
,"Allah'a yalvarıp yakarmışsan,"
,"Allah, Allah diyerek namaza sarıl."
,"Dünya'da çıkışın kalmamış ise,"
,"Dostların el olmuş sormamış ise,"
,"Paran pulun kalmamış ise,"
,"Allah, Allah diyerek namaza sarıl."
,"Nefesin daralıp, başın hep ağrırsa,"
,"Ayaklarında ağrı var uyuşuyorsa,"
,"gün köpek saldırıyorlarsa,"
,"Allah, Allah diyerek namaza sarıl."
,"Görmedim Dünya'da baki kalanı,"
,"Dünya yalan, ömrün geri kalanı,"
,"Kalbinde sevda ateşiyle elin olanı,"
,"Allah, Allah diyerek namaza sarıl."
,
Allah Diyor...,
,"Kırlarda açan çiçekler,"
,"Türlü türlü böcekler,"
,"bilecekler,"
,Allah diyor hep Allah.
,"Güneş solarsa no'lur,"
,"Elbet kıyamet olur,"
,"Sular balık olur,"
,Allah diyor hep Allah.
,"Ağlayan tüm bebekler,"
,"Seven sevdiğini bekler,"
,"Sevgisiz kâlbin tekler,"
,Allah diyor hep Allah.
,"Göremezsen suç kimin,"
,"Aybını araştırma elin,"
,"Allah'a güvenen emin,"
,Allah diyor hep Allah...
,
Allah bizi güldürürmü?,
,ALLAH BİZİ GÜLDÜRÜRMÜ
,15.12.1981 SALI
,Fakirlere çile boldur
,Allah bizi güldürürmü
,Allahım bizi güldür
,Allah bizi güldürürmü
,Günler geçti sayamadım
,yare doyamadım
,Kötü sözde diyemedim
,Allah bizi güldürürmü
,Verdi çektirdi cefayı
,Zindan eyledi dünyayı
,Patronlara dersin dayı
,Allah bizi güldürürmü
,Hüseyin der ah cananım
,Allah Allah der yanarım
,Dağda kuru çınarım
,Allah bizi güldürürmü
,
Altın saat,
,"dogar batar eşşiz güneş,"
,"sabit yolda döner güneş,"
,"var ona gökte bireş,"
,döner Allah Allah için....
,"ardın ardın döner Dünya,"
,"dogar batar olur Dünya,"
,"nurla döner Dünya bilya,"
,döner Allah Allah için...
,"nankör insan görmez bunu,"
,"gökte parlar onun kulu,"
,"seyret bunu vardır huşu,"
,döner Allah Allah için....
,"zaman eder gündüz gece,"
,"kalbte atar binbir hece,"
,"sınav idir çöz bilmece,"
,döner Alllah Allah için.
,"altın eder saat,"
,"devran döner al saat,"
,"göge bakıp yazsan naat,"
,döner Allah Allah için.
,
Allah Desin O Dilin,
,"Bak rüzgar, Allah diyor eserken,"
,"kez olsun, Allah desin dilin."
,"Kainatta, herşey Onu anarken,"
,"Niçin Allah demez, senin dilin?"
,"Bebek bile, Allah diyor ağlarken,"
,"Gece gündüz, Allah desin dilin."
,"evrende, herşey Allah var derken,"
,"Neden Allah demez, senin dilin?"
,"Bak çiçek, Allah diyor açarken,"
,"Allah desin, hiç durmadan dilin."
,"Allah diyor, kuş havada uçarken,"
,"Allah Allah desin, senin dilin."
,"Dünya bile, Allah diyor dönerken,"
,"Niçin Allah demez, senin dilin?"
,"Bülbül Allah diyor, güle konarken,"
,"Aralıksız Allah desin, senin dilin."
,"Bak bulut, Allah diyor semadan,"
,"Allaha dargın mı, senin dilin,"
,"Haberin yok mu, esma ül hüsnadan?"
,"Allah'ı zikretsin, an dilin."
,"Ay güneş, Allah diyor doğarken,"
,"Onlarla bir, Allah desin dilin."
,"İlahi nur, karanlığı boğarken,"
,"saniye, Allah desin dilin."
,Dost kalemlerden
,-
,"yana baksam, yaradandan iz,"
,"Saymak haddime, kalemim aciz,"
,"nefeste „O“na muhtâcız,"
,"Hâlıkta „O“, Mâlikte „O“, birde „O“.......Mecit Aktürk"
,
Yok'u yok eden Allah,
,"Varı var eden Allah,"
,"Yoku var eden Allah,"
,"Sınırsız kudretiyle,"
,Yoku yok eden Allah
,
Allah allah oldu zikrimiz,
,kalu-belada' kuruldu hak divanımız
,serv magarasinda oldu ilk dersimiz
,MUHAMMED MUSTAFA oldu ilk mürşidimiz
,ALLAH (cc) ALLAH (cc) oldu zikrimiz
,baharide dogdu aleme güneş
,duyuldu ŞAHİ NAKSİBENDİDEN GELEN ses
,inledi canana hasret kalan nefes
,ALLAH (cc) ALLAH (cc) oldu zikrimiz
,can oldu merkez oldu canI ERZİNCAN
,DERTLER DEVA YARALARA MERHEM OLDU ITRI REYHAN
,İSMİ DUYULUNCA CEZBEYLE TİRREDİ ALEMİ CİHAN
,ALLAH (cc) ALLAH (cc) OLDU ZİKRİMİZ
,Burası er meydani degil muhabbet meydani
,asıklarla dolu dört yani
,askla muhabetle inledi yuce karli daglari
,ALLAH (cc) ALLAH (cc) OLDU ZİKRİMİZ
,
Gelin Hey Erenler Niyaz Kılalım,
,"Gelin hey Erenler Niyaz Kılalım,"
,"Kılalım Aleme Rahmet Alalım,"
,"Cümle İnsanlığa Nasip Salalım,"
,"Allah Muhammed Ali diyerek,"
,"Bismişah Hu Allah, Niyaz Hak Ola,"
,"Muhammed Ali'den Gönül Pak Ola,"
,"Cemalimiz Daim Nuru Ak ola,"
,"Allah Muhammed Ali Diyerek,"
,"Alem Rahmet Ola,Gönül Hakk'a Vara,"
,"Hak İçin Yananı Düşürmeye Zara,"
,"Üstüne Bulaşmasın Zerrece Kara,"
,"Allah Muhammed Ali diyerek,"
,"Nasip İsteyene Nasipler Vere,"
,"Erkan isteyenin Postunu Sere,"
,"Dostun isteyenede Dostunu Göre,"
,"Allah Muhammed Ali diyerek,"
,"FUKARA Gerçeğe Hü Allah Allah,"
,"Selam Olsun Sana Resulullah,"
,"Himmet Nasip Sende Şah Veliyullah,"
,Allah Muhammed Ali diyerek
,
Allah İçin,
,Yanarım Allah aşkına
,Felek döndürdü şaşkına
,"Uğradım taşkına,"
,Soruyorum Allah için.
,Musa Tur Dağı’nda
,Yunusun gençlik çağında
,"Mevlananın ney bağında,"
,Yürüyorum Allah için.
,Damardaki kanlarımız
,Feda olsun canlarımız
,"Yol gösterir hanlarımız,"
,Biliyorum Allah için.
,Söğüt Yaylası’ndan geçtim
,Soğuk sularından içtim
,"Hak adına orak biçtim,"
,Gülüyorum Allah için.
,Nebileri göremedim
,Dergahına giremedim
,"Güzel haber veremedim,"
,Yanıyorum Allah için.
,DOĞANAY’ım dur sözünde
,Hak’ka iman var özünde
,"Yürüdüğüm yeryüzünde,"
,Sanıyorum Allah için.
,
Ya Allah de,
,nutfeye can veren kim?
,Üç safhada koruyan kim?
,Alemlere hükmeden kim?
,ALLAH RAHİM
,O'dur alemi yaratan
,Nur'u nurlandıran
,Bize kutlu ufku sunan
,ALLAH RAHMAN
,Hayat güldür çabuk solar
,Dalında var nice sırlar
,Kudretinden zelil kılar
,ALLAH KAHHAR
,Dara düşen kalır naçar
,kullarına rızkın nsaçar
,Durma öyle garip sefil
,ALLAH VEKİL
,Göz yaşlarım umman olur
,ezeli ebedi yoktur
,Varlığına delil çoktur
,ALLAH NUR
,Eğilir önünde başlar
,Tesbih eder dağlar taşlar
,Hakka olan dönük yüzler
,ALLAH CABBAR
,kavim uyarılır
,resul suhuf
,Aleme şekil verir
,ALLAH MUSAVVİR
,Hükmün mutlak sahibidir
,Lütuf ihsan edicidir
,Kainatın maliki
,ALLAH KADİR
,Besmeleyle işler hayır
,Çöldeki kum bize çayır
,Susma gönül susma haykır
,ALLAH MUKTEDİR
,Gizli saklı olan işler
,Onda açık aşikardır
,Hep işitir gözetir
,ALLAH BASİR
,Şükür sana hamd-ü sena
,Müminleri geldi coşa
,Medet senden ey Allah'ım
,ALLAH KERİM
,Mal senin mülk senin
,Et kuşanmış beden senin
,Gönül özler ruhum senin
,Y aALLAH METİN
,İlmi gaybı bilen ALLAH
,Derde derman veren ALLAH
,Kalbe lafz-ı yazan ALLLAH
,Hep ALLAH BİSMİLLAH
,
Ya Rab (İlahi),
,".Dedim, bülbüle,"
,"Ağla, al güle,"
