title,poem_cleaned
,Kimi zaman onu kaşık suda boğmak istersin!
,Kimi zaman dostun olur kimi zaman düşmanın bilemezsin!
,"onu şeyden, şeyden seversin!"
,İşte buna hayatın gerçekleri denir.
,
Seninle,
,zaman sana uzansa ellerim
,yangın yeri oluyor İstanbul
,Aşk isyan ediyor aşkımıza
,zaman sana uzansam
,Gözlerime hayat doluyor.
,zaman sana dokunsa yüreğim
,Binbir çiçek yeşeriyor bedenimde
,Yaz geldi geçiyor
,zaman sana dokunsam
,Kentime bahar geliyor.
,zaman sana baksa gözlerim
,Gözlerin İstanbul oluyor
,martı havalanıyor yüreğimden
,zaman sana baksam
,Yüzüme yıldız yağıyor.
,nehir yüreğimden gözlerine akıyor
,zaman yüreğine dokunsam
,Aşk yeniden başlıyor.
,
Ah nedir zaman?,
,Ah nedir zaman?
,"Yıllar, mevsimler, aylar günler"
,"Saniyeler, dakikalar saatler"
,Ah nedir zaman?
,Dilimlere parçalanmış mekânlarda yağmalanmış
,İnsan anlarında ölçülmüş vede tartılmış
,Gecenin karanlığına güneşin aydınlığına karışmış
,ağaçtan beşik ahşap tabutun hayatlarına taşınmış
,avuç toprak
,Ah nedir zaman?
,metre kumaş?
,Pürüzsüz ciltlere tebessüm buruşmuş tenlere hüzün
,Zaman
,"sahipsiz yolcu, zaman sonsuz ayrılık"
,Zaman nedir zaman
,Varlık bilmecesinden kaçış limanı
,Ölüm balosuna sessiz seyahat
,ölçülü nasihat.
,
Duyduğum Zaman (Ümüt Güngör Kardeşime armağanımdır),
,anda aşkından yanıp tutuştum
,Sevda ateşini bulduğum zaman
,günde beş kere sana kavuştum
,Beş vakit namazı kıldığım zaman
,Kur'an-ı Kerim'in ışıklar saçar
,Aşkınla ruhumda çiçekler açar
,Başımda binlerce güvercin uçar
,Derdimi tek sana sunduğum zaman.
,yüce ilhamı dilerim senden
,Ayırma beni peygamber' den
,Nice müjdelere açarım yelken
,Bir'lik denizinde yunduğum zaman
,Tutuldum sevdana yanar tüterim
,"Serçe olur, bülbül olur öterim"
,Sanki meleklerle sohbet ederim
,Başımı secdeye koyduğum zaman
,Ceylan'ın miskince kulun biridir
,'Sevgi Militanı' ondan diridir.
,Sanki dünya-âlem bayram yeridir
,Beş vakit ezanı duyduğum zaman...
,
Zaman,
,Zaman kendi kendine
,Yer iken başını
,Cebime koydum
,"Puslu havasında kentin,"
,Aksın diye sökülmüş dikişinden cebimin.
,içinde isen zamanın
,Kahrıma koydum
,Daha fazla kahredebiliyor ise...
,Zaman isen
,"Kavuşmak için,"
,Kavuşmak! Bırak Kızılay Meydanında
,sarı beyaz kaldırım taşında
,Üsküdar sahilinde
,Kordonun ikincisinde
,türkünün dilinde değil.
,"Zaman,kaybolup gidende"
,"Zaman,geçtikçe zaman."
,"Zaman,sana akan"
,"Zaman,yokluğunda en derinden kanayan"
,"Zaman,sensin yokolan."
,(izmir 2007)
,
O Zaman,
,Mademki aşkıma saygın kalmadı
,Al yüreğimi çiğne zaman
,Nasıl olsa kulun kölen olmuşum
,Oyuncağın oyna zaman
,Sende vicdan yoksa masum yapsın
,Reva mıdır dünyasını karartsın
,Bırakmazsın kaderine ağlasın
,Ellerin yüzüne daya zaman
,Yüreğinde yok sevgiden eser
,Gün gelir ateş yolunu keser
,Belli olmaz rüzgâr nereden eser
,Zavallı haline ağla zaman
,Biliyorum mümkünü yok işin
,baharı vardır karlı kışın
,Seninde sevdaya düşerse başın
,Kurtuluş çaresi ara zaman
,Sitem lügatin ilk kelimesi?
,Söyle nedir aşk kitabın cümlesi
,Bunca sıkıntının aşktır belası
,Açtın yüreğime yara zaman
,Kontrol bırakır dert insanda
,"Sükûnet koymadı bedende, canda"
,vefasız yaftası var yakanda
,Sürülmüş yüzüne kara zaman
,Güzellikten ruhun nasip almamış
,yürek boşuna sana bağlanmış
,"teselli bulmuş, murat almış"
,Daha beterine uğra zaman
,"ağla, gülme kuralım böyle"
,Alçak gönüllüysen kibir öyle
,Dilin söyledikçe hep güzel söyle
,Vallahi düşmesin dara zaman
,Güzellik seninle kalmaz nihayet
,Mutluluk kimseye çıkarmaz davet
,Dengini bulursan ona de: evet
,Kalbinde oluşmaz yara zaman
,"Bakışın ok ki, söz geçmez yaya"
,Bundan sonra artık sığın Mevla’ya
,Âmin deme sakın olmaz duaya
,Koymazsın gönlümü zara zaman
,"Dışı dalgalı ya, durgundur özü"
,Dilim söylemesin bunca kem sözü
,"İstese eritir, kar buzu"
,Şefkatiyle beni sara zaman
,
Ne Zaman Ki,
,"zaman ki, sağlam zemin bulsam"
,Ayaklarım türlü yere basmadı
,"zaman ki, yere sağlamca bassam"
,Çürüyüp çökmeyen yeri kalmadı
,"zaman ki, birini arkadaş sansam"
,Sırtıma bıçak haince girdi
,"zaman ki, şeytanlık yapsam"
,Tektük can dostlarıma zararlar geldi
,"zaman ki, birini delice sevsem"
,zaman sonu hüsranla bitti
,"zaman ki, hatayla birisi beni sevse"
,Ümidini yitirip meçhule gitti...
,26.09.1995
,
 Zaman Yok,
,Kahvelerde pişpirik oynamaktan
,Çocuğuyla oynamaya zaman yok
,Kendilerin süsleyip püslemekten
,Çocukları giydirmeye zaman yok
,Başkaların gözleyip taşlamaktan
,Kendi hatasın görmeye zaman yok
,Koca koca dağları yaratmaktan
,Küçüklerine bakmaya zaman yok
,Başkalarındaki çöpü aramaktan
,Kendi merteğin görmeye zaman yok
,Dünyanın işleriyle uğraşmaktan
,Ahiretle uğraşmaya zaman yok
,İnsanların önünde eğilmekten
,Hakkın önünde eğilmeye zaman yok
,Sağır oğlan kendine söyler sözü
,Başkasıyla uğraşmaya zaman yok
,12 ekim 2009 - Hollanda
,
Beklenensen,
,zaman kapımı birisi çalsa
,Hop...diye fırlarım an yerimden
,zaman gözlerim rüyaya dalsa
,filim şeridi sevdiklerimden
,zaman postacı gelirken görsem
,zaman en içten dilek dilesem
,zaman birini gerçekten sevsem
,Bağlanır kalırım bileklerimden
,zaman aynayı alıpta baksam
,zaman kahırla sigaram yaksam
,"zaman yakında,ne ıraksam"
,Düşmezsin dilimden dileklerimden..
,
Zaman,
,"Yıkılsan zaman zaman,dostunun hançerinden,"
,"Sinen sızlasa bile,ne büyük merhem zaman."
,"sevilenler gitmiş.selam sabah bırakmadan,"
,"Sevgilerde unutulur,ne büyük törpü zaman.."
,"Sanki hepsi dün gibi,zihnini yokla an,"
,"yollar nede yıllar,düşlerle vuslat zaman,"
,"Açma göz kapakların,sende dal bilinmeze,"
,"Belki mezar taşıyla,sevilene köprü zaman"
,17.08.2005 Samsun
,
Yeniden Üret Kendini,
,Zaman ah zaman
,çabuk tüketmelisin kendini
,Belki resimlerde kalacak eskiyen yüzüm
,siyah saçlarımda
,Ürkek adımlarla kaçıp gitmeden
,Matemini tutmadan gençliğimin
,daha zaman
,çılgınlık yapıp yeniden üret şeyi
,Özümseyerek çeksem içime havayı suyu çiçeyi
,Yeni umutlar doğursam hayata
,Varla yok arası
,Anlamını yitirmeden şey
,daha zaman
,Saçlarıma karlar yağmadan
,Kör kuyu olmadan umutlarım
,Gözlerimi ufuklarda açmadan
,Zaman ah zaman
,Yok etmeden şeyi
,daha zaman
,
Suçlu Kim?,
,suçlu var çıkmaz
,Zaman mekan
,Açan güller gene açmaz
,Suçlusu zaman
,Azarken bildik itler
,Dayanmıyor sağlam ipler
,Çelimsiz çıktı bizim yiğitler
,Suçlusu zaman mekan
,Kedi çiğeri kapınca
,Ümitler harman olunca
,Dağları duman sarınca
,Suçlusu zaman
,Yaprak baharsız çıkarsa
,Ayrık bahçeyi sararsa
,Rahmet bizden kaçarsa
,Suçlusu zaman
,Karga kötü ötüyorsa
,Baykuş dama tünüyorsa
,Deli ipsiz dolaşıyorsa
,Suçlusu zaman
,Hüseyin yanlış yazarsa
,Dediği anlaşılmazsa
,Alim yolu şaşırırsa
,Suçlusu zaman mekan
,
Aheste çek kürekleri kaptan,
,Gönül gamını çekermi yürek
,Ömür geldi geçiyor anlamsız zaman
,Yorgunluğumun tadına varayım
,Aheste çek kürekleri yolumuz yakın kaptan..!
,Zzaman nehir meçhüle yol almakta
,Kimi zaman üzgün kimi zaman neşeli
,"Kimi zaman isyankar,kimi zaman tövbekar"
,Aheste çek kürekleri yolumuz yakın kaptan..!
,Yaşım ömrümün yarısını geçkin
,"Kimi zaman aşık,kimi zamanda yalnız"
,"Kimi zaman süzgün,kimi zaman bezgin"
,Aheste çek kürekleri yolumuz yakın kaptan..!
,Mahkümiyeti olmayan hırsız zaman
,iç çekişimde gönlüme çizik atar zaman
,"Azrail kapımı çalmadan,gözlerim kapanmadan"
,Aheste çek kürekleri yolumuz yakın kaptan..!
,Zaman dilsiz çocuk yaşarken anlamazsın
,Güz geçmiştir artık bahar toplar hasatını
,Yaz geçmiş kış gelmiş bulutlar ağlasa fayda
,Aheste çek kürekleri yorgunum kaptan..!
,(şiirlerim koruma altındadırr :)
,
Armutların yetiştiği zaman gel,
,Kara gözlüm beni görmek dilersen
,Kekliklerin ötüştüğü zaman gel
,Çardaklar salkım salkım üzümler
,Armutların yetiştiği zaman gel
,tadı gelsin bütün yazının
,Çobanlar yüzünden öpsün kuzunun
,Madımak toplayan köylü kızının
,Toprak öpüştüğü zaman gel
,Gel doğadaki muhabbete bak
,Dans eder kelebek öpüşür zambak
,Vefalı dostluğa sevgi muhakkak
,Dostlukların pekiştiği zaman gel
,Yunusun çektiği sevgi odunu
,Hiçbir şey vermiyor aşkın tadını
,Şaha kalksın tabiatın kadını
,Alev alev tutuştuğu zaman gel
,Borani yemeye muhabbed aşı
,Ağaçlar süslesin kirpiği kaşı
,Bizi kabul etsin toprağın döşü
,Muhabbetin yakıştığı zaman
,
Amelin iyi ise güler geçersin,
,Geldiği zaman gün ahır zaman
,Nizam terazisinin kurulduğu an
,Hesabın eline verildiği zaman
,Amelin iyi güler geçersin
,Halil ÇOLAK 10.07.2010
,ANKARA
,
Ey RAHMAN,
,Ölümler ölümlere imrenecek Zaman
,Doğanla ölen zaman içinde zaman
,Tahta at üzerinde belkide tek yolculuk
,Birtek sana benim gelişim gelişim Ey RAHMAN
,
Ben Adam Değilim,
,İhanet edersem verdiğim söze
,adam değilim işte zaman
,Dönüp bakarsam göze
,adam değilim işte zaman
,Bırakıp gidersem seni yüz üstü
,Beddua et bana çök diz üstü
,Senden başkasının olursam dostu
,adam değilim işte zaman
,Seni aldım helal ettim kere
,Taş olsan kabulüm vaz geçmek nere
,Senin şerefini vurursam yere
,Bana adam deme işte zaman
,Adını anmayı unuttuğum an
,Kalbinde yarayı kanattığım an
,Seni el âleme kınattığım an
,adam değilim işte zaman
,Seni ona buna yerindirirsem
,gün olsun mutsuz göründürürsem
,Canından bezdirip süründürürsem
,Bana adam deme işte zaman
,sevdama halel değdirirsen
,Başımı önüme eğdirirsen
,Yalçınımı zorda koydurursan
,adam değilsin işte zaman
,
Bana sevmeyi öğretmediler,
,beni zaman unutacaksan
,kalbinden zaman söküp atacaksan
,geçmişimize zaman gülerek bakacaksan
,seni zaman seveceğim tomurcuk
,vakit sevgisizliği hissedeceğim
,kalbim acı acı sızlayacak
,genzimde hıçkırıklarım düğümlenecek
,benim ağladıklarınla avunacağım
,uzaktan sevgililere ağıtlar yakacağım
,kimsenin olmadığı yerlerde ismini haykıracağım
,seni zaman seveceğim tomurcuk
,bana sevmeyi öğretmediklerini
,değerini bilemediğimi itiraf edeceğim
,tek hatan beni sevmekti diyeceğim
,gözlerini özleyeceğim ulaşılmaza eriştireceğim
,hiçbir zaman ikilemli dünyamda
,şaşkın çaresiz görmeyeceğim
,seni zaman seveceğim tomurcuk
,01/07/1987
,
Ben Öldüğüm Zaman,
,öldüğüm zaman
,Üzerimde Nazım Usta’dan kitap olmalı
,İnsanca yaşamayı ondan öğrendik
,öldüğüm zaman
,Güneş doğmalı
,Öldü ortalık karardı demesinler
,öldüğüm zaman
,Üzerimde...’nin resmi olmalı
,Dünyada meleklerin olduğuna inandırır
,öldüğüm zaman
,Sol omzumda ’Defoludur’ mührü olmalı; Tanrının
,Borçlu çıkarız yoksa
,öldüğüm zaman
,param olmalı
,Borçlarım vardır belki
,Kefene gerek yok
,Ceketim kefendir
,öldüğüm zaman
,Üzerimde paket sigara
,şişe şarap olmalı
,Bizler Ceketlileriz
,Şanımıza yakışmaz
,öldüğüm zaman
,Üzerim sevdiğim kadınların ahdı olmalı
,kadın sevdim
,öldüğüm zaman
,Mete ağlamalı
,Beni sevdiğini anlamalıyım
,öldüğüm zaman
,Üzerimde kağıtla kalem olmalı
,Boş işlerin adamıyım
,öldüğüm zaman
,rakı sofrası kurulmalı
,Gösterişsiz
,zaman şarap içilmez
,öldüğüm zaman
,Yaşayan en büyük şair: Şakir’dir
,Mısralar ona emanet
,öldüğüm zaman
,söylediklerim yapılmaz
,dediklerim üzerimde yoksa
,Korkmayın!
,Zaten yaşamamış
,haliyle ölmemişim demektir.
,
Zaman,
,Burada zaman kavramı farklıdır
,Akrebin kıskacında yel/kovan
,Ruhun mahkum tene
,Meteorlar kuyruğunda yolculuklar
,Burada zaman kavramı farklıdır
,Burada zaman kavramı farklıdır
,"Raporu ellerindedir hayatın, tek sayfa"
,"Gidenler gelemiyor, sırtı kambur"
,Bakıyor yeniliğine konuşamıyor
,Burada zaman kavramı farklıdır
,Burada zaman kavramı farklıdır
,An gelir uçarsın an gelir düşersin
,Göz kararınca yerinde bitersin
,Meçhul diyar dersin yada kaya
,Burada zaman kavramı farklıdır
,Orada beni gören var mıdır bende beni(!) (?)
,
Atatürk Türkiyesi Toz duman içinde,
,"Ateş çemberinde, Atatürk Türkiyesi toz duman"
,"Feryat, figan, gözyaşı, acı kan kokuyor umman"
,"zaman kaypak zaman, kumpas zaman, hile zaman"
,"Zaman birlik, zaman dirlik, zaman"
,Safları sıklaştırma zamanı
,"Yurtta barış, Dünyada barış unutma ey densiz,"
,Unutma Gazi Atamı
,"Klavuz bilme, rehber bilme kumpası yalanı, dolanı"
,"Ateş Çemberine atma kutsalımız aziz bildiğimiz Ata Vatanı,"
,_____Şair 67_____
,
Endiseli Siir,
,Huzur kiyisina vurmak istiyorum
,Bicare ruhuma soz geciremiyorum
,Beynim zonkluyor endiselerden
,"Zaman geciyor, yapacagimi cozemeden"
,"Bilmiyorum, zaman sona erecek sorunlar"
,Bilmiyorum zaman aydinlanacak karanlik yarinlar
,Rengincik01/26/2005
,
Bekliyorum,
,"Yağmurun yağdığı zaman,"
,"Toprakla buluştuğu an,"
,Tüm güzelliklerin
,Oluştuğu an
,"Gel,"
,Bekliyorum.
,"Çiçeklerin açtığı zaman,"
,"Güzellikler saçtığı zaman,"
,Rengârenk kuşların
,Uçtuğu zaman
,Gel.
,Bekliyorum.
,Gel yeter
,"Gel,"
,zaman istersen
,zaman
,"Gel,"
,Bekliyorum.
,Bak gözlerim
,"Yaşlı,"
,Seni özlüyorum.
,yemyeşil ağaçların
,Arasından
,Çıkıver
,"Gel,"
,Bekliyorum.
,
İhtiyar Oldum,
,Daha yapacağım bitmeden
,Geçti zaman ihtiyar oldum
,Cihanı derya sandım gitmeden
,Kaçtı zaman ihtiyar oldum.
,Ölüm yakın yamaçtır
,Canlılar birbirine muhtaçtır
,Dişi uyanır erkenden anaçtır
,Biçti zaman ihtiyar oldum.
,Bundan böyle sevdim deme
,Zaman kaçtı maziyi isteme
,Topraklar canıma mahkeme
,Seçti zaman ihtiyar oldum.
,Sevdim deme faydası olmaz
,Eskide kaçtın daha gelmez
,Son gününde nefes dirilmez
,İçti zaman ihtiyar oldum.
,Kamil At beni anlamaz yer
,Beni anlamadın kim der
,Canıma beklenmedik dertler
,Açtı zaman ihtiyar oldum.
,
Bir Zaman Var,
,"zaman var,"
,"Gözyaşlarım ufku daraltır,"
,"Sessizce maziye dalar,"
,Sönmüş lavları korlandırır.
,"Yüreğim coşar duygular kabarır,"
,"Gözyaşlarım yanaklarımda ağarır,"
,"zaman var,"
,"Dağlar pamuk olur omuzlarımda,"
,"Bin yıllık günahlar ölür gözyaşlarımda,"
,"zaman var,"
,"Dağ oluverir karıncanın lokması,"
,"Cehennem oluverir damla gözyaşı,"
,"zaman var,"
,"Cehennem söner damla gözyaşı ile,"
,Âlem yanar kıvılcım ile.
,"zaman var,"
,"zaman var,"
,Dudaklarımın ucunda lahzadır ömrüm.
,
Dokuz canlıyım...,
,Bahara tutkunum huzur sağlıyor
,Gam keder neyim varsa dağılıyor
,İçim pır pır hayata bağlıyor
,…Kuşlar dalda kavga ettiği zaman.
,Seher vakti bülbül yürek dağlıyor
,Yüksekten dökülen sular çağlıyor
,Yalnız kalan kuzu gerçek ağlıyor
,…Dünya onun ana bulduğu zaman.
,Çayır çimen yağmur yağsa parlıyor
,Börtü böcek avaz avaz turluyor
,Karıncalar koca yükü zorluyor
,….Bacadan atıyor geldiği zaman.
,türlü gürültüyle kanlıyım
,Şamatayı sevmem heyecanlıyım
,Bahar aylarında dokuz canlıyım
,…Yapraklar yeşile döndüğü zaman.
,Yaz bahar bitmekte sırada kış
,Cana hüzün verir mahzun bakış
,Yağmurda ıslansam tutarım alkış
,…İçimde umut doğduğu zaman.
,Hislenirsem bin umutla yaşarım
,Gün gelir içime sığmaz taşarım
,Zaman nasıl çabuk geçti şaşarım
,…Kalem kesintisiz yazdığı zaman.
,Adana/2007
,
Hem seni aradım hem de kendimi,
,"Efkarım dolup taştığı zaman,"
,Gözümden yaşlarım aktığı zaman.
,"Yüreğim kendinden geçtiği zaman,"
,seni aradım kendimi.
,"Yağmurun doluya döndüğü zaman,"
,Güneşin gönlüme vurduğu zaman.
,"Uzakta hayalin durduğu zaman,"
,seni aradım kendimi.
,"Sevdalar hep bana estiği zaman,"
,Neşeli günlerim bittiği zaman.
,"Anılar kuş olup gittiği zaman,"
,seni aradım kendimi.
,"Baharda çiçekler açtığı zaman,"
,Aşıklar el ele gezdiği zaman.
,"Gözlerim boşluğa daldığı zaman,"
,seni aradım kendimi.
,
Sevgi zamanı,
,İnsanların sevgi olur mezhebi
,Can içinde canı bulduğu zaman
,Öteki dünyaya kalmaz hesabı
,Verdiği ikrarda durduğu zaman
,Çalış kazan yetim hakkını yeme
,Sözün özlü olsun yüzünden deme
,hakim kalırdı nede mahkeme
,Vicdana mahkeme kurduğu zaman
,Sevgisiz geçtiyse günler eyvah
,Sevin diyor bize yüce ALLAH
,Ordular dağılır kalmazdı silah
,İnsanlar kavgasız kaldığı zaman
,sarayı olur tacı olur
,soyguncu olur pacı olur
,ayrılık kalır acı olur
,Yollardan dikeni yolduğu zaman
,Borani acımaz insanın aşı
,Herkes nefsi etse savaşı
,Kimsenin kimseye eğilmez başı
,Gönüllere sevgi dolduğu zaman
,
Hatıra Kaldı Zaman,
,"oldu anlayamadım, günler geceler geçti"
,iklimde hayli vaktimi aldı zaman
,Ötelere baktım sükûttan yâr yok
,Beni ıssızlığa peşinen saldı zaman
,"Kum saatinde vakit eriyor, görmedin mi?"
,yırtık heybemde git gide azaldı zaman
,"Demek ağacın kökü yok, yapı çürük"
,"İşte yaşadık, say aynen masaldı zaman"
,"rüya gördüm dostlar, tabirini bilen yok"
,Sanki âlemde garip sanaldı zaman
,"Gün aşıyor ufuktan, kâinat değişiyor"
,"Galiba sır gibi, hatıra kaldı zaman"
,3.12.2004
,Zaandam
,
Zaman Öldürür,
,"Ağırdır bedeli,sensiz ayrılık"
,"İçine ateş kor,alır götürür"
,"Umuttur sevene,yalnız farklılık"
,"Uzunu acıtır, zaman öldürür"
,"ötede oyna, asker şimdi"
,"Yüreğimi yaktı, aşkı hakimdi"
,"Kim olursan ol, kalp tekimdi"
,"Uzunu acıtır, zaman öldürür"
,"Ayrılığa hasret,yedim darbeyi"
,"Kalp özüyle aldım,gerçek kıbleyi"
,"Bilemedin asker, attın hebeyi"
,"Uzunu acıtır, zaman öldürür"
,"yurdun insanı, sana güvenir"
,"Nöbet tutar iken, özler övünür"
,"Onur ödülüdür, asker direnir"
,"Uzunu acıtır, zaman öldürür"
,"Binde ihtimal, seven görecek"
,"Çekinen resimler, özendirecek"
,"Elinde silahı, sevindirecek"
,"Uzunu acıtır, zaman öldürür"
,"Bahattin’im bende, bitsede ömrüm"
,"Borcunu ödermiş, askerde emrim"
,"Verdiği yüce aşk, toprakta kabrim"
,"Uzunu acıtır, zaman öldürür"
,Bahattin Tonbul
,12.8.2012
,
Tanrım!,
,"İyileri kötülere,"
,"Doğruları eğrilere,"
,Güzelleri çirkinlere
,Hiçbir zaman mahkûm etme...
,"Haklıları haksızlara,"
,"Usluları arsızlara,"
,Dürüstleri hırsızlara
,Hiçbir zaman mecbûr kılma...
,"İlgiliyi ilgisize,"
,"Bilgiliyi bilgisize,"
,Erdemliyi erdemsize
,Hiçbir zaman mahkûm etme...
,"Akıllıyı akılsıza,"
,"İnsaflıyı insafsıza,"
,Onurluyu onursuza
,Hiçbir zaman mecbûr kılma...
,"Alışanı yüzsüzlüğe,"
,"Çalışanı tembelliğe,"
,Kapışanı nâmertliğe
,Hiçbir zaman mahkûm etme...
,"Amaçlıyı amaçsıza,"
,"İnançlıyı inançsıza,"
,Kıvançlıyı kıvançsıza
,Hiçbir zaman mecbûr kılma...
,
Zaman Zaman,
,Ah ettim belki bin kere içimden
,Zamanı anladım belki zaman zaman
,Kimi zaman iş kimi zaman aş
,Zamanla yarıştım zaman zaman.
,Coğu zaman suçlu buldum onu
,Attım bütün dertlerimin hepsini zamana
,Diyeceksiniz nerdesin ey adnan
,hep burdayım zamanı bulduğum
,
Ali Kervanı,
,Sivas ta başladı Ali kervanı
,Erciyes bulmadı kalbe dermanı
,Dediler Ankara’ya sormalı
,Vardık Ankara’ya hele zaman
,Hacettepe ta döşünden yardılar
,Kalpte delik dedi tesis koydular
,Oradan cebeciye saldılar
,Kaldık Ankara’da hele zaman
,Fatih başken dedi bizi savdılar
,bolüme birer dosya koydular
,Oradan ta Sivas’a saldılar
,Geldik Ankara’dan hele zaman
,Siva’ ta bitmedi Ali’min derdi
,Çarpıntı durmadı sürekli vurdu
,Azrail gitmedi başında durdu
,Yattık aralarda hele zaman
,Kurban bayramında bürgün gezmedi
,Hastayım deyip bizi üzemedi
,Dertlerine şükür etti kızmadı
,Bayramda yaralıydık zaman
,Çarpıntı durmadı şoka vurdular
,Kollarından yataklara sardılar
,Garip refik ciğerimden yardılar
,Yüreklerden parelindik zaman
,kul refiki
,
Kötü Zaman,
,Ey kötü zaman;
,Sana nasıl ayak uydurayım
,Özümü çaldın benden
,Sana nasıl bağlanayım zaman? nasıl....
,Ömrüm seninle geçti
,Dur durak bilmedim
,Yarama tuz biber bastım
,sana yaranamadım zaman
,Seni nasıl seveyim
,İyi günüm olmadıki...
,Beni yerden yere vurdun
,Çektiğim çileler bitmedimi; zaman...
,Sana nasıl güveneyim
,Bunca yıl hep süründüm
,Sana kucak açayım diye
,Sahte yüzlere büründüm
,Seni nasıl seveyim zaman
,"Zalim zaman,kötü zaman"
,
Beni hatırla,
,Eline gonca gül aldığın zaman
,"Gözlerin dolup,"
,maziye daldığın zaman
,uzaklardan
,acı haber aldığın zaman
,"hatırla sevdiğim, beni hatırla…"
,
Hakikat,
,tekin derki aşkın yalan
,revadır aşık olan
,gel gör eyledin viran
,ölüm nimet hayat zaman
,
,derler elmanın iki yarısı
,kanamaktadır gönül yarası
,nasihat'tır hoca fetvası
,ölüm gerçek hayat zaman
,
,Mevlam vermiş ömrü bize
,sırrı hüdası hak elinde
,olsak Rab yoluna amade
,ölüm gerçek hayat zaman
,
,yoktur Rab'tan baki
,dört yanın olsa gani
,süleymanda mal mülk hani
,ölüm gerçek hayat zaman
,
,aslı olan eder şükür
,hamdolsun verdiğin ömür
,İbrahimden alın sabır
,ölüm gerçek hayat zaman
,
,yunus nağmeler yazdı
,kalbi vardı aşkı vardı
,ondan geri bunlar kaldı
,ölüm gerçek hayat zaman
,
,sırrı nedir alemin
,bilir bunu yalnız Emin
,dergahına gidin gelin
,ölüm gerçek hayat zaman
,
Yüzünde Mevsimler Solduğu Zaman,
,Sevdiğin kuşlar göçüp giderler
,Ömrüne ayazlar geldiği zaman
,Kalbini yerinden söküp giderler
,İçine hazanlar düştüğü zaman
,Dostların kapını çalar sandın
,Bahçende çiçekler açar sandın
,Sevdiğin haline acır sandın
,Yüzünde mevsimler solduğu zaman
,Saçlarına karlar yağdırıp giderler
,Aşk elinden badeler içtiğin zaman
,Anlarsın yolunu anan bekler
,Çile eleğinden geçtiğin zaman
,Can dediğin seni anar sandın
,Cananın yaranı sarar sandın
,Sevdiğin ardından ağlar sandın
,Bedene beyazlar giydiğin zaman
,
Yalnızlık Kapımı Çaldığında,
,karanlık geldi çattı kapıya tıpkı sensizlik
,bilirim
,kovsam bacadan girer
,eritir düşlerimi
,zaman yaş aksa gözlerimden
,gök akıtır karasını
,zaman gök yağsa
,gözlerimden kan damlar
,gece örter ruhumun üzerini ölü toprak
,yok olur ışıklarda evler
,eritir sıcağında ümitlerimi
,zaman alevler sarsa içimi
,bilirim
,orman tutuşur usulca
,zaman orman yansa
,yüreğimin başı pişer alevlerde
,söğüdün arkasında kaybolurum gizlenmişim
,bilirim
,eğsem dallarını
,eritir sensizlikle gelen yokluğumu
,zaman düşsen aklıma
,- hiç çıkmazsın -
,gözlerin girer umuttan içeri
,zaman gözlerin dursa önüme
,hasretten çıldırırım
,02 / 08 / 2007
,Eğriçimen
,
Sevgin Yoksa Ben Yokum,
,Artık çılgın değilim yürekli
,Kuşanıp demir zırhımı
,Karşıma tüm dünyayı alayım
,Küçülmüşüm korkuyorum büyümekten
,Gölgelerden hatıralardan
,Sensizlikten senle olmaktan
,Ötesi yok biliyorsun ötesi yok
,zaman var sonsuza uzayan
,zaman anılarımı yoklayan
,Zaman-zaman silen
,Zaman-zaman derleyip toplayan
,aşktan sonra
,Nefesim daralmıyor eskisi
,Zıplamıyorum merdivenlerden
,Hoş merdivenler yok ya…
,Oysa hep şikayetlenirdim çıkmaktan
,Şimdi hiçbir şey aynı değil
,Uyduruk yaşam tozlu köy yolları
,Uyduruk rolü oynuyorum
,vazgeçmiyorum seni hatırlamaktan
,Biliyorum sevgin yoksa yokum…
,(13 Nisan 2008)
,
Gör O Zaman Gör,
,Sırra kadem basıp giden sevgili
,Düşte kötüye gör zaman gör
,Bahtına mecnun çıksın deli
,İsyan edip kendin yor zaman yor
,Kırılsın seninde şevkin düzenin
,Baykuş konup başta gezenin
,Kurusun pınarı akan gözenin
,hâldayım diye sor zaman sor
,Dertlerin üst üste sıralansın
,Kalp gözünü açıp maziye bak gör
,aciz bedenin olmadan kevgir
,Yüzünü secdeye sür zaman sür
,Kul edip canı kül etsin mahzar
,Yollarına yağsa yağmur dolu kar
,Söyle yaparsın yapan ey yar
,Düşte kötüye gör zaman gör
,Hicranı aşk yakıp yanmadan
,Âlim’in derdini derdin sanmadan
,Aşk gölüne düşüp suya kanmadan
,sevda nasılmış gör zaman gör
,
Sevgilim,
,Gözlerinin içerisine baktığım zaman
,Derin rüyalara dalarım eşsiz güzelliğinde
,Sarhoş olurum uyanamam saatlerce
,Gider gelir hayalin düşüncelerimde
,Saçlarını okşadıgım zaman
,Sırma sırma ipekler gelir aklıma
,Dayanamam kıyamam yaklaşmaya
,Kıskanırım rengini doğasını tabiatını
,Ellerine dokunduğum zaman
,kıyamet kopar kalbimde
,ürperme korkalık
,Daha ileri gidemem çekerim ellerimi
,Dudaklarına yanaştığım zaman
,Kirazların sönük kalmasına şaşarım
,Değişmem yapmacık kırmızılara
,yaklaşıpta öpemem ki..
,Seninle karşılaştığım zaman
,Söyleyemem seni sevdiğimi
,Dilim tutulur konuşamam
,bilemezsin eziyetler çektiğimi
,Sevgimin doruk noktasına ulaştıgım zaman
,Kendi benliğimi yitiririm senin hayalinle
